timestamp_sec,X,Y,Z
157.52,-6.725013,-0.45477757,2.6585224
157.64,-6.52631,-0.5166565,2.8258548
157.68,-6.4989076,-0.53040487,2.853581
157.72,-6.4558125,-0.5485729,2.8587413
157.76,-6.4064956,-0.5679784,2.8530958
157.96,-5.7059793,-0.7587577,2.948601
158.04,-4.8989925,-0.931853,3.186608
158.24,-2.9047642,-1.3703545,3.6045935
158.32,-2.1488762,-1.5302488,3.6670375
158.4,-1.5050092,-1.690162,3.6321995
158.44,-1.1886836,-1.7563252,3.5877516
158.48,-0.8390603,-1.8312552,3.5455396
158.68,0.7397318,-2.157201,3.055595
159.76,3.4701684,0.20059106,3.7403076
159.8,3.4547954,0.3791728,3.7779348
160.0,3.358372,1.1849802,3.7425716
161.04,3.3385959,2.7396069,5.662107
161.08,3.4022071,2.6909914,5.8433294
161.12,3.3885891,2.6532948,5.997033
161.16,3.42217,2.6089509,6.140207
161.2,3.4934444,2.5420518,6.2602034
161.24,3.5323634,2.4798138,6.321147
161.84,3.6830225,1.879617,6.3097153
161.88,3.6950846,1.8418771,6.2495327
161.92,3.6881316,1.8020324,6.1560616
161.96,3.6922717,1.7682166,6.0267687
162.0,3.6953642,1.7306052,5.8822923
162.04,3.663327,1.6968381,5.7065525
162.08,3.6785223,1.6502662,5.5247393
162.12,3.6305819,1.6119843,5.3106947
163.56,-3.4081903,-0.255007,2.1749961
163.68,-2.8215916,-0.95147055,2.8704746
163.72,-2.6742146,-1.1664923,3.084292
163.76,-2.4618409,-1.37538,3.252353
163.8,-2.1936822,-1.6138568,3.4345675
164.16,-0.65081865,-3.4173896,4.2723966
164.28,-0.26317933,-3.9622808,4.2976594
164.68,11.020479,-3.319879,4.6988454
164.76,11.170315,-3.4776964,4.569421
164.8,11.244082,-3.549483,4.5007925
164.92,11.523215,-3.78259,4.2829437
