timestamp_sec,X,Y,Z
158.76,0.3619707807949644,-2.3451024997929024,2.601944856325119
158.8,0.6791336769725662,-2.387547328743759,2.463672871098896
158.92,1.6824131834355316,-2.506402494201849,1.9279071572491278
158.96,2.005899342415072,-2.5391738170379434,1.7330082297864913
159.0,2.375445927921574,-2.550799063930648,1.5171034243144963
159.04,2.690925618239984,-2.590605342358138,1.3008265867177626
159.08,3.0510847272286217,-2.6001577306294004,1.0514245302368075
159.24,3.390551451321341,-2.0034856262112495,1.782714713513491
159.28,3.3817458333523307,-1.8158180239450317,2.0189378115277363
159.32,3.4320563493493683,-1.6475606172193353,2.240804231916157
159.36,3.397962445863893,-1.4725082951695379,2.440916140949545
159.4,3.46186002991217,-1.258840145111858,2.6381647594646056
159.44,3.416417448327957,-1.1284825964424055,2.811138737925989
159.48,3.408074231332227,-0.9553235566127573,2.972539733165497
159.52,3.4720060749779247,-0.7708609596007789,3.109635834368806
159.56,3.4792830774449084,-0.6029176000894794,3.211882306235803
160.12,3.6242575344229047,1.6635695607731376,3.4805645415404447
160.16,3.6458417974402946,1.8198676322347613,3.409715599871192
160.2,3.7508956996777796,1.9693912689835071,3.323553215727506
162.44,3.7332943521063724,1.3873273565834747,3.242295661778388
162.48,3.6869472743831735,1.3539891269680666,2.942697817862765
162.52,3.72714233342069,1.3607623277307517,2.765059781776907
162.56,3.3234616824821277,1.3157823669216062,2.8373235130083234
162.6,2.9500987610524345,1.3056676951749877,2.8682447080516194
162.64,2.6226574691858273,1.2902639441447046,2.9249530405258257
162.68,2.303524758445277,1.2962415738977344,2.95737477777699
162.72,2.045858813924378,1.2438199616742691,2.9743017986169753
165.08,12.460416113842312,2.272562125682135,4.7507205731004944
165.12,12.63970847789846,2.282448605281143,4.698735832090898
165.16,12.81163860950758,2.2967166369301095,4.64646038192298
