timestamp_sec,x_center,y_center,confidence
161.52,3550.50,107.81,0.7198
161.56,3558.40,110.58,0.7299
161.60,3563.75,114.25,0.7250
161.64,3569.26,119.62,0.7123
161.68,3573.07,126.51,0.7067
161.72,3575.42,140.51,0.5928
161.76,3579.58,149.15,0.5510
161.80,3579.31,167.99,0.5686
161.84,3583.09,186.17,0.5354
161.88,3583.82,206.61,0.4513
161.92,3587.28,228.97,0.6240
161.96,3587.08,253.59,0.5368
162.00,3587.54,280.13,0.5648
162.04,3586.94,311.46,0.6247
162.08,3586.85,343.34,0.5592
162.12,3588.00,373.85,0.6590
162.16,3585.17,413.55,0.6531
162.20,3582.04,449.08,0.5582
162.24,3578.35,490.02,0.6665
162.28,3576.04,530.88,0.6259
162.32,3571.69,573.09,0.6799
162.36,3564.78,622.81,0.5746
162.40,3557.59,669.07,0.6391
162.44,3548.84,721.16,0.4678
162.52,3507.63,773.50,0.5601
162.60,3422.92,740.65,0.5715
162.64,3375.16,730.94,0.4539
162.68,3330.79,720.11,0.6371
162.72,3283.73,715.00,0.4282
162.76,3227.98,712.56,0.6266
162.80,3176.91,713.58,0.4892
162.84,3127.46,713.48,0.5758
162.88,3073.24,718.58,0.5098
162.96,2959.98,742.08,0.5851
163.00,2905.97,752.00,0.5351
163.08,2783.11,795.98,0.6021
163.12,2726.73,815.66,0.6412
163.16,2667.76,847.12,0.7158
163.24,2535.72,918.00,0.5462
163.28,2476.16,953.38,0.4909
163.32,2416.23,993.61,0.6448
163.40,2358.79,1029.44,0.4392
163.48,2462.36,944.77,0.6428
163.52,2509.85,908.49,0.6341
163.56,2556.14,865.69,0.7073
163.60,2605.06,837.36,0.4489
163.64,2660.30,805.23,0.5720
163.68,2707.84,775.08,0.6656
163.72,2765.10,747.46,0.5334
163.76,2818.46,721.91,0.4715
163.80,2862.30,699.61,0.5091
163.84,2910.59,686.84,0.5193
164.00,3116.83,633.99,0.4577
164.04,3163.93,630.54,0.4707
164.16,3305.96,638.44,0.4002
164.28,3447.28,678.40,0.4980
164.32,3494.83,699.34,0.5119
164.40,3587.80,752.27,0.5059
164.44,3627.70,779.02,0.5413
164.48,3679.26,812.36,0.5838
164.52,3721.70,849.57,0.6181
164.56,3761.84,896.86,0.5950
164.60,3800.20,947.99,0.5236
