timestamp_sec,X,Y,Z
159.32,3.3152287,-1.4833814,2.1890008
160.16,3.120698,1.8476542,3.2714698
160.52,1.8186173,5.3171782,1.5035306
160.76,1.6906478,5.542723,3.1206133
160.8,1.6020032,5.7256207,3.3745403
161.04,3.223983,2.788272,5.38095
161.08,3.2255597,2.776843,5.545805
161.96,3.4046946,1.8814234,5.679979
162.0,3.3923464,1.8572049,5.5693874
162.04,3.4386098,1.7808833,5.4259987
162.52,3.3237488,1.2050338,2.6839685
163.2,-1.869697,0.55142254,1.7578799
163.24,-2.1570692,0.51767254,1.5564057
163.36,-2.0963686,0.066907585,1.0270268
