timestamp_sec,X,Y,Z
155.0,-11.932674075020515,-0.5236038831113689,1.7289042780874033
155.04,-12.028197696122374,-0.4509956301273967,1.6802780530480188
155.08,-12.174771473945048,-0.3409712446558675,1.620801686595047
155.12,-12.35838260406719,-0.1933217491307201,1.556328712650448
155.16,-12.596151812858448,-0.016120675445359126,1.507881584613157
155.2,-12.882910337410092,0.19450625517297093,1.4769022342159577
155.24,-12.688544930046138,0.0562281303536384,1.492490263179779
155.28,-12.521639170335769,-0.06406579875704772,1.5154286512291424
155.32,-12.338583344591425,-0.18736755962813958,1.5444456871936603
155.36,-12.171654534229503,-0.29436335916987033,1.5762146686914151
155.4,-12.063184882659677,-0.386122334447137,1.6240393310829309
155.44,-11.935884124227048,-0.4657194428955033,1.6605758136418693
155.48,-11.875701322664478,-0.5065936179961845,1.6846692698460148
155.52,-11.833243078088362,-0.5365619609499686,1.7042785906256677
155.56,-11.848186381514836,-0.5191285098176248,1.6888714583366498
155.6,-11.960488874188268,-0.43358443662205803,1.6346190987985645
155.64,-12.216486619863325,-0.2643510578989401,1.5653336086201481
155.68,-12.482866372905772,-0.08450689560473655,1.5163345945927502
155.72,-12.827829119580755,0.14141731050646547,1.4869463491954478
155.76,-12.847784990543119,0.14028777331850176,1.493514907973106
155.8,-12.64832553705672,-0.01084279273121327,1.52028269657659
155.84,-12.482807649956971,-0.1419347962702738,1.55716949794575
155.88,-12.35758681913319,-0.2395078192377502,1.5924670177812563
155.92,-12.26381593083122,-0.34626516018903014,1.6591628745664266
156.2,-11.973151516262549,-0.4789817250033029,1.6893078889834163
156.24,-11.88052001864921,-0.5054538845327845,1.6843067171754844
156.28,-11.808337541265315,-0.5324501596937978,1.6885296360792839
156.32,-11.73558123045457,-0.5442946272658701,1.6742978657449388
156.36,-11.679309709383274,-0.5677548006658119,1.6817496020006695
156.4,-11.60083470872005,-0.5908535996922563,1.6802232605159135
156.44,-11.487946201596275,-0.6145965456328392,1.6657160742157828
156.48,-11.40472444959514,-0.6310390576663132,1.6539810464555844
156.52,-11.316225052062043,-0.6576482315643115,1.654227113408127
156.56,-11.218832123803818,-0.6762137260501653,1.639851410359494
156.6,-11.09094620224033,-0.7040219562152137,1.6263050557676417
156.64,-10.914133309352538,-0.7385357685620179,1.6024344371526937
156.68,-10.808429728528111,-0.7565458198200804,1.5844358394526648
156.72,-10.70611883596348,-0.7696817826309884,1.560486921272844
156.76,-10.61732817565883,-0.7872474349245369,1.5495367098291044
156.8,-10.540065349104516,-0.7992961760548255,1.5351492623065373
156.84,-10.470013341018252,-0.8046479940939086,1.512847374541922
156.88,-10.387970047966213,-0.8093891661422853,1.4844791286345573
156.92,-10.38063007335771,-0.8163850159730521,1.4923943871860377
156.96,-10.30268001190949,-0.8219990613770465,1.46747208117844
157.0,-10.167995390762554,-0.8276128419657257,1.417401692095294
157.04,-10.110434666542425,-0.8327720853090647,1.4002278161836934
157.12,-10.464794548996073,-0.31773040420582993,1.1646411515458732
157.16,-10.356473286537112,-0.3554710905762653,1.2196588224643419
157.24,-10.16810714091387,-0.3810158662096426,1.4471358303467179
157.28,-10.075138045257914,-0.40031388685771335,1.6049988356491427
157.32,-10.16872808216351,-0.30768941493311286,1.8386173270345922
157.36,-9.991313245004577,-0.4542997693570913,1.9451965973600591
157.4,-9.930957290613817,-0.47760887223410114,2.0834857381496015
157.44,-9.06938087560241,-1.1844409333665296,1.9989673834952622
157.48,-9.057388600814614,-1.1810010526796932,2.0901661390145083
157.52,-9.016683889903401,-1.1769115948838078,2.153096308346398
157.56,-9.015488800025576,-1.1662897996672352,2.2276185338158383
157.6,-9.635442723446872,-0.5760375277888881,2.5490723079544417
157.64,-8.983377166711673,-1.1447159440421062,2.33524512830165
157.68,-8.986401445941258,-1.1348481344215091,2.375688592380358
157.72,-8.979467889621473,-1.130245440896446,2.392404212893232
157.76,-8.971272003711668,-1.128135709547679,2.3993613150311193
157.8,-8.939042702352548,-1.1292244389233355,2.3934933209671994
157.84,-8.877526079205428,-1.1346444711964219,2.370737413291518
157.88,-8.809668808879309,-1.1423673729330832,2.3394605214897846
157.92,-9.17329833441741,-0.7518308484048308,2.579713194586448
157.96,-8.893524791450853,-0.8058104518860442,2.7130398131180873
158.0,-8.364827088131822,-0.9267916162796662,2.8468485676110475
