timestamp_sec,x_center,y_center,confidence
155.00,3523.54,1100.83,0.4917
155.84,3497.74,1171.55,0.4315
157.16,3360.09,1075.31,0.4307
157.20,3350.38,1061.92,0.4527
157.60,3320.00,883.81,0.4635
157.68,3308.51,863.82,0.5855
157.72,3305.23,863.23,0.5384
157.88,3273.65,862.61,0.5581
158.24,2783.78,638.86,0.4507
158.28,2717.00,622.56,0.5182
158.88,1742.45,739.70,0.5447
158.96,1633.02,794.53,0.6145
159.04,1534.20,854.07,0.6361
159.08,1480.88,885.82,0.6540
159.12,1434.47,917.25,0.5738
159.16,1418.96,897.05,0.6417
159.24,1408.67,845.88,0.4858
159.40,1380.15,743.97,0.4762
159.52,1359.47,690.94,0.4547
159.84,1303.10,641.88,0.4462
160.40,1217.04,1051.78,0.5373
160.52,1211.55,1232.42,0.5886
160.56,1205.92,1247.66,0.7224
161.16,1101.08,202.64,0.5894
161.48,1112.73,33.79,0.4834
161.72,1124.41,44.68,0.6185
161.76,1124.84,60.63,0.6198
161.96,1137.11,188.52,0.5661
162.68,1548.92,845.66,0.5917
162.72,1639.14,841.46,0.5161
163.20,2571.81,1045.52,0.5060
163.56,2729.91,953.92,0.5879
163.60,2710.60,893.80,0.6544
164.00,2480.35,495.03,0.4787
164.32,2319.66,397.10,0.4256
164.36,2303.93,396.74,0.4912
164.56,2217.42,411.68,0.4434
164.60,2204.02,423.33,0.4810
164.76,2142.29,469.70,0.4069
164.92,2094.30,535.58,0.6590
164.96,2077.03,558.74,0.5597
165.04,2054.48,600.90,0.5183
165.16,2020.94,673.58,0.5232
165.20,2006.52,696.79,0.5117
165.32,1998.56,682.50,0.4306
165.52,1992.81,577.72,0.4504
165.64,1988.07,539.39,0.5899
165.68,1989.86,528.72,0.4050
165.92,1986.53,497.57,0.5714
165.96,1984.91,493.62,0.5461
