timestamp_sec,X,Y,Z
155.12,-11.932858,0.95276177,0.1731768
155.16,-11.902163,0.8957879,-0.05727792
155.2,-11.892269,0.94254065,-0.13104405
155.24,-11.886214,0.97554106,0.045471273
155.68,-11.936306,1.0158248,0.006989609
155.76,-11.973314,1.0549229,-0.020324571
156.2,-12.015319,0.81172043,1.2018235
156.24,-11.97951,0.77028835,1.2370633
156.28,-11.942438,0.7053235,1.2586155
156.32,-11.906377,0.65462977,1.279381
156.36,-11.857415,0.5911433,1.3285625
156.4,-11.802619,0.5135902,1.3746603
156.44,-11.758006,0.45192167,1.4197224
156.48,-11.703234,0.38324347,1.4719284
156.52,-11.647857,0.29275027,1.5158293
156.56,-11.595078,0.2171868,1.5499616
156.6,-11.545002,0.13211912,1.5904453
156.64,-11.491293,0.03917736,1.6171333
156.68,-11.430379,-0.060062665,1.6558788
156.72,-11.372156,-0.16709116,1.6740254
156.76,-11.319982,-0.3028207,1.7136106
156.8,-11.265035,-0.39781278,1.7222065
156.88,-11.16386,-0.6081157,1.736913
157.04,-10.547562,0.38075572,1.0134348
157.08,-10.445939,0.3401164,1.0320394
157.12,-10.345593,0.2716201,1.0883596
157.2,-10.128117,0.15008917,1.2563356
157.28,-9.977482,0.10718828,1.5892044
157.32,-9.925534,0.0919644,1.7572916
157.36,-9.866732,0.07269224,1.909707
157.4,-9.805289,0.028168062,2.0535154
157.44,-9.76249,0.030518215,2.1956737
157.48,-9.699152,-0.0055904724,2.2964222
157.52,-9.640566,-0.06343991,2.3955028
157.56,-9.588479,-0.06835746,2.4524767
157.64,-9.481034,-0.1371815,2.5600145
157.68,-9.430023,-0.16412954,2.5891275
157.72,-9.3797455,-0.21260688,2.611788
157.76,-9.328828,-0.26584116,2.606457
157.8,-9.285046,-0.262703,2.5900528
157.84,-9.227118,-0.28472298,2.5466335
157.88,-9.177386,-0.34945336,2.5064137
157.92,-8.927692,-0.72734416,2.638358
158.48,-3.0202963,-2.3218546,3.4959617
158.56,-2.1914878,-2.313163,3.3323467
158.6,-1.7898061,-2.3140557,3.2216735
158.64,-1.3847796,-2.265505,3.0536172
158.76,-0.111756854,-2.0927176,2.5300295
158.8,0.28650472,-2.049046,2.3300722
158.88,1.1957667,-1.8047295,1.8673449
158.92,1.6458814,-1.6684608,1.6266257
159.36,3.6635282,0.22226012,2.0339158
159.4,3.618867,0.34326887,2.2458057
159.44,3.6365182,0.5544995,2.4191947
159.48,3.6150985,0.7047697,2.5742474
159.52,3.6281724,0.9003352,2.7263567
159.64,3.522243,1.3351799,3.1024892
159.72,3.475873,1.628221,3.2745066
159.76,3.4950533,1.8041015,3.3012702
159.8,3.4371264,1.9202439,3.3783705
159.84,3.4296353,2.0839067,3.3965862
159.88,3.4361043,2.2572951,3.400175
159.92,3.4003448,2.3597121,3.4081655
159.96,3.4082992,2.5451622,3.3804936
160.04,3.338418,2.7811215,3.3131614
160.24,3.278497,3.5100029,2.8439653
160.28,3.2298567,3.5905447,2.7138803
160.32,3.2362807,3.7392035,2.5697331
160.36,3.2413511,3.9027958,2.402447
160.48,3.1827433,4.2754555,1.8156636
160.52,3.1433592,4.3756204,1.6295886
160.56,3.0077052,4.1715364,1.9285151
160.6,3.020549,4.1348777,2.319522
160.64,3.0755508,4.2114196,2.6693168
160.76,3.1265385,4.1904974,3.6793146
160.88,3.1826842,4.1923175,4.5180025
161.0,3.2280812,4.1459546,5.1961236
161.04,3.2335782,4.1212344,5.3896236
161.24,3.3118765,4.0417757,6.107676
161.28,3.3179858,4.018308,6.1999316
161.32,3.3337455,3.9892309,6.299341
161.36,3.358049,3.9695835,6.3682694
161.4,3.3686907,3.9063134,6.4178843
161.52,3.4107263,3.851053,6.484976
161.56,3.431455,3.7996318,6.4795294
161.6,3.457934,3.7757497,6.4642587
161.64,3.4417446,3.694992,6.437971
161.8,3.539564,3.6218693,6.173657
161.84,3.5100856,3.5119402,6.0655212
161.88,3.5625796,3.5247078,5.946859
161.92,3.5774622,3.4643073,5.8209147
161.96,3.5902941,3.4295802,5.678576
162.0,3.5924776,3.3710208,5.5225706
162.08,3.6264658,3.28194,5.148823
162.12,3.6749716,3.2589858,4.956544
162.16,3.6989229,3.2292674,4.7229643
162.2,3.7002947,3.1780531,4.498552
162.24,3.706632,3.1286347,4.2474103
162.28,3.706616,3.0596821,3.9992282
162.32,3.7035575,3.0001903,3.7353444
162.36,3.7120764,2.9637105,3.427684
162.4,3.7466192,2.9617712,3.1236215
162.52,3.7022853,3.0906157,2.3332
162.64,2.2162588,2.6186817,2.6433775
162.68,1.7329688,2.445475,2.7208033
162.72,1.2544581,2.280283,2.7630548
162.84,-0.08547697,1.9487984,2.7609394
162.88,-0.56041485,1.7884113,2.7429574
163.28,-4.503836,1.007623,1.3767247
163.32,-4.862008,0.9139073,1.1573216
163.56,-5.296796,-1.2086878,2.161336
163.68,-4.6930575,-1.2935596,2.8771758
163.72,-4.5840364,-1.564405,3.090853
163.76,-4.4888725,-1.8168107,3.2862012
164.04,-3.8378246,-3.3050387,4.1184764
164.52,-2.8702283,-5.718738,3.8912282
