timestamp_sec,X,Y,Z
12.11,-12.282167,0.008826748,1.2083381
154.96,-12.204959,0.027253108,1.1790535
155.0,-12.163111,0.06794212,1.0728992
155.04,-12.143625,0.02043101,0.9417074
155.08,-12.091838,0.08428358,0.70077187
155.12,-12.056763,0.052076254,0.5018326
155.16,-12.0220375,0.016068863,0.2802716
155.2,-12.056147,0.009003344,0.13283838
155.24,-12.073125,-0.060386494,0.3278924
155.28,-12.065769,0.042545214,0.45785117
155.32,-12.076716,-0.080971636,0.6669229
155.36,-12.089107,-0.08140182,0.8102173
155.4,-12.078854,-0.009643167,0.9011597
155.44,-12.087038,-0.0072465446,1.0100937
155.48,-12.075278,-0.07411243,1.1254748
155.52,-12.064134,-0.05482074,1.1241695
155.56,-12.025168,-0.044166625,1.062479
155.6,-12.039301,0.046056997,0.85287136
155.76,-12.153035,0.027923686,0.2679513
155.8,-12.188092,0.02732298,0.43890736
155.84,-12.220967,-0.041112304,0.6250216
155.88,-12.239257,-0.035515465,0.7762026
156.28,-12.043806,-0.06246776,1.0587082
156.32,-12.001804,-0.078200325,1.0806977
156.36,-11.947953,-0.08306646,1.1130787
156.48,-11.737328,0.05479672,1.1992948
156.52,-11.664288,0.070244566,1.2198439
156.56,-11.5951,0.08407941,1.2388424
156.6,-11.532531,0.06679858,1.265619
156.76,-11.237986,0.018998653,1.2551506
157.12,-10.461921,-0.16310735,1.1700321
157.2,-10.227679,-0.18359584,1.2968823
157.24,-10.165734,-0.25655863,1.4380144
157.28,-10.109811,-0.29402113,1.6104796
157.32,-10.054988,-0.30650616,1.7834275
157.36,-9.998,-0.335416,1.9353935
157.4,-9.927271,-0.34299386,2.065799
157.44,-9.892758,-0.36252943,2.2064133
157.48,-9.825399,-0.3913897,2.3117175
157.52,-9.743856,-0.37577462,2.4099362
157.56,-9.701594,-0.4221989,2.4836369
157.6,-9.66193,-0.4689763,2.5505052
157.64,-9.576757,-0.42585877,2.5667837
160.4,3.0677898,3.7815409,2.127723
160.44,2.9601045,3.8015468,1.9660573
160.48,2.912776,3.8944242,1.806606
160.52,2.8696175,3.9946628,1.6202593
160.56,3.2415671,4.389046,1.5632571
160.6,3.292655,4.3886204,1.9241798
160.64,3.2575622,4.34526,2.2774408
160.68,3.278753,4.342499,2.621138
160.72,3.308665,4.3304358,2.9519522
160.8,3.3782866,4.368776,3.5423372
160.84,3.3927996,4.37586,3.8019166
162.84,-0.026068175,1.9980807,2.568732
162.88,-0.5122911,1.8249049,2.573236
163.28,-4.3927174,1.1842362,1.3453424
163.32,-4.7214384,1.1558254,1.1389723
