timestamp_sec,X,Y,Z
154.96,-13.36448165639454,-1.1691811756282444,2.4905890264737174
155.0,-13.349633672526096,-1.190129544299362,2.4567722461780406
155.04,-13.355273755882807,-1.2294180971742512,2.4019340338967785
155.08,-13.46994323045151,-1.293385111877976,2.3398858127046127
155.12,-13.527421624395028,-1.371521360384084,2.2590925651005325
155.16,-13.650440708917648,-1.4565548865295928,2.1941266480074195
155.2,-13.772898357324197,-1.5568622191268873,2.1251502644127807
155.24,-13.700986995060786,-1.501391818040948,2.160924021645448
155.28,-13.599119146865824,-1.4342143544428974,2.2063255098564976
155.32,-13.505780585621904,-1.3719118444320526,2.254878644416708
155.36,-13.439102810638174,-1.3239979936308717,2.2972749256537885
155.4,-13.382960131389993,-1.2784314400061645,2.3428017764298623
155.44,-13.326536402572854,-1.2361653635838536,2.388123416300963
155.48,-13.258905446048542,-1.212828776932783,2.4083666116870592
155.52,-13.219525036400759,-1.1992715592100878,2.4207688207599074
155.56,-13.225128880706741,-1.2086717025127005,2.4080481217646694
155.6,-13.320720935711035,-1.2552165228610874,2.361153005923699
155.64,-13.462224812800942,-1.3307057081784661,2.293679762341231
155.68,-13.620722061641631,-1.4191392558459919,2.226720060971042
155.72,-13.78887431246813,-1.5133570443548339,2.168015901131663
155.76,-13.828193105520933,-1.5189348801779032,2.1709513627562886
155.8,-13.74332962890365,-1.4424450932120791,2.2274253688980408
155.84,-13.671626791228597,-1.3805340848120555,2.277638853932337
155.88,-13.621581633292898,-1.3269214553830073,2.328467207368468
155.92,-13.580799615717938,-1.2733800687329313,2.388322235614502
156.52,-12.878884640145719,-1.1568149704638555,2.4267918638300823
156.56,-12.82704275070375,-1.1417048646120211,2.443382464988986
156.6,-12.751300846695733,-1.137317332334196,2.4384571635557144
156.76,-12.467538436443094,-1.131990420171993,2.4024089437486915
156.8,-12.39266698718973,-1.1359302932394133,2.3827427600528255
156.84,-12.33710542686749,-1.1388916011721162,2.3684926051507156
156.88,-12.25685660764222,-1.1430288812406344,2.347607447041775
156.92,-12.18255354862736,-1.1523380908536618,2.3186455697015904
156.96,-12.104221544248356,-1.1627180791810758,2.2873274167408155
157.0,-12.012004468794713,-1.1698469138840062,2.2595080541437813
157.04,-11.924056168964277,-1.1729259485439332,2.2398596141297133
157.08,-11.804037695979131,-1.1803189375258003,2.2071668558529542
157.12,-10.682504189160902,-0.3089474593979394,1.2654122546361202
157.16,-10.583084940610133,-0.34556901219312264,1.3149634233962926
157.2,-10.458460119768745,-0.36855989722852645,1.407408482029689
157.24,-10.324127771611266,-0.37216843033279523,1.5100596428383253
157.28,-10.238593971764747,-0.3914837367013877,1.6560973228018598
157.32,-10.051685516951864,-0.3071682493833185,1.778230849882974
157.36,-10.15141812699403,-0.44411344262152325,2.005403381971193
157.4,-10.080415164929905,-0.4677773128750367,2.1321439356614205
157.44,-10.69197041090986,-1.0442409597791569,2.548971931182501
157.48,-10.630044466219294,-1.0416403784755306,2.6117076738127225
157.52,-10.552974025867611,-1.0452547485676356,2.640879621139132
157.56,-10.499794748763716,-1.0486496053063454,2.6859703274380924
157.6,-9.81520805909808,-0.5654556345225811,2.5799953473187935
157.64,-10.405492339470262,-1.059381662392463,2.7468874894240347
157.68,-10.352359775129573,-1.0664525651424315,2.7605164711084007
157.72,-10.303560395297898,-1.072919800052945,2.7683468281767585
157.76,-10.263226824733719,-1.0776876881979787,2.7665556578863417
157.8,-10.187360042549358,-1.0844704494543458,2.7396990736993185
157.84,-10.131928068184244,-1.0897056360250184,2.722471330642317
157.88,-10.069787287034192,-1.0939433227830055,2.6868135364648023
157.92,-9.453518567579671,-0.7365225966348328,2.622204123012758
160.4,0.9845186976996467,2.566522074103901,2.5905262887425398
160.44,1.1310036037909432,2.7241785081028294,2.4222138326685365
160.48,1.1412457144610335,2.8567646454740245,2.2321543363381084
160.52,1.138587562116762,2.9883207038011115,2.0387898957661124
160.56,1.1245924237569473,3.084880810927209,1.9977793798753622
160.6,1.0578232368792777,3.021916923175708,2.3613745621730184
160.64,1.0021699494878775,2.9681017800588725,2.713404336397043
160.68,0.9448939954586816,2.9162360741103224,3.021258615155273
160.72,0.885841624134296,2.864082538713717,3.333341401600475
160.76,0.8494545481356315,2.822971728725217,3.608451392314156
160.8,-10.440333299468763,-2.734044646944872,4.4441290575597066
162.84,-8.728799510809738,-2.198189611058349,3.513355562067002
162.88,-1.7585399995954551,1.1149935117616057,2.859664614751947
162.92,-1.9735901680102683,1.1238244995667104,2.7864428687530785
162.96,-2.286554697346536,1.1222915129778523,2.7132973751544815
163.0,-2.57618896088684,1.1010310272153545,2.6195598008037897
163.04,-8.26028477906407,-1.6799047506907332,3.0736269238060934
163.08,-3.1787721460086837,1.0749544426280153,2.3960067650833565
163.12,-3.4698815437534547,1.061679245029457,2.2504827522966204
163.16,-8.333403534594384,-1.5472481160940106,2.7687240938730877
163.24,-4.383733357814438,0.9956751216083949,1.7080006861257084
163.28,-4.706557113618405,0.9845473878829727,1.5011472761152833
163.32,-5.045413696287793,0.94545371874201,1.2897711211519858
163.4,-5.899098136629988,0.7478177267864685,1.007021468695045
163.44,-5.8612460455555215,0.5072066666077424,1.2536053299318595
163.48,-5.874468892852083,0.21438472025643862,1.5706862210218584
163.56,-5.7251216335392074,-0.27992006564895866,2.0445787516629106
163.6,-1.489781862589552,2.0233643564442017,1.0999476864812305
163.64,-5.657064517911897,-0.7492266098571847,2.585805197122813
163.68,-5.548973424804657,-0.9527146261442176,2.7690221845688914
