timestamp_sec,X,Y,Z
158.96,2.3491568722230753,-2.3498679709457755,1.6240448729363317
159.4,3.2966913086960563,-1.1376895922526395,2.567059518739378
159.68,3.1828283962113213,0.036894678085787475,3.417379920519482
159.92,7.853184699981061,-5.909222185405833,4.359085065534369
159.96,7.870654232898047,-5.867960992814415,4.357809258877995
160.04,7.855995981931446,-5.727424332518198,4.314833491732857
160.32,5.86076349703955,-2.1872638876346797,3.414350927903264
160.6,6.093916832208331,-2.153735084987605,3.3084769596995773
160.68,6.419125231474963,-2.6090061855406503,3.8356494328675077
160.72,6.628873967689411,-2.9022129137317303,4.105161351606475
160.76,6.835810275850089,-3.17631160825136,4.329548354256902
160.8,7.05828053163579,-3.465531793280827,4.544565138424398
160.84,7.285515236940406,-3.7794735021460495,4.774745065667979
161.0,8.009088728835664,-4.793564462506561,5.409050961476309
161.04,8.195455309608583,-5.049260744423288,5.549562809671157
161.08,3.22194064905042,2.7940593845133126,5.571519737282823
161.12,8.438531749542365,-5.3897246750225145,5.73472445634328
162.0,3.3844929166283872,1.880986043785317,5.592038346252686
162.24,3.4362409811810792,1.579106233046086,4.420578283778984
162.48,3.4764141445418737,1.2653998435755052,2.7919414870321817
