timestamp_sec,x_center,y_center,confidence
12.11,1870.11,1194.26,0.3743
154.96,1867.73,1187.10,0.3846
155.04,1839.12,1246.50,0.6225
155.08,1834.58,1308.91,0.6780
155.12,1820.23,1383.92,0.7358
155.16,1805.27,1464.32,0.6584
155.20,1786.25,1545.29,0.6971
155.24,1790.27,1493.79,0.6008
155.28,1797.82,1437.35,0.6553
155.32,1811.40,1387.31,0.6335
155.36,1816.46,1335.15,0.6210
155.40,1821.35,1286.67,0.5950
155.44,1822.30,1244.15,0.6076
155.48,3706.50,1426.63,0.6824
155.52,1833.83,1204.04,0.6515
155.56,1827.16,1210.42,0.6592
155.60,1815.30,1258.33,0.6822
155.64,3750.64,1414.52,0.6795
155.68,1799.64,1435.56,0.6315
155.72,1791.10,1524.39,0.6494
155.76,1796.96,1529.47,0.6267
155.80,1813.49,1466.18,0.7053
155.84,3786.65,1421.22,0.6663
155.88,1835.25,1358.95,0.6703
155.92,1863.24,1311.46,0.4751
156.28,1827.76,1204.08,0.4121
156.32,1816.32,1194.32,0.4720
156.36,1811.64,1176.84,0.4653
156.40,1794.15,1177.22,0.5542
156.44,1779.81,1163.57,0.6587
156.48,1759.30,1157.88,0.6085
156.52,1747.49,1140.79,0.6719
156.56,1726.79,1131.55,0.6326
156.60,1713.70,1120.41,0.6892
156.64,1701.27,1105.51,0.5217
156.68,1668.14,1091.06,0.6238
156.72,1650.66,1089.09,0.4398
156.76,1637.21,1079.44,0.6478
156.80,1618.20,1075.92,0.7095
156.84,1599.88,1074.86,0.6612
156.88,1591.19,1073.34,0.6674
156.92,1580.19,1068.93,0.6036
156.96,1559.58,1070.22,0.6592
157.00,1542.82,1067.91,0.6410
157.04,1527.57,1065.75,0.4972
157.08,1515.69,1051.15,0.6209
157.12,1505.55,1035.44,0.5981
157.16,1486.26,1006.50,0.6161
157.20,1480.36,964.04,0.6948
157.24,1465.78,921.42,0.6684
157.28,1460.24,866.02,0.5817
157.32,1461.97,805.64,0.5638
157.36,1464.16,748.77,0.5880
157.40,1453.05,696.90,0.5725
157.44,1449.17,657.17,0.5697
157.48,1447.62,615.63,0.6055
157.52,1444.73,579.28,0.5989
157.56,1448.15,551.29,0.6309
157.60,1435.22,518.66,0.6393
157.64,1429.06,501.47,0.5966
157.68,1425.74,482.13,0.5663
157.72,1421.79,474.56,0.5995
157.76,1412.84,465.98,0.6666
157.80,1403.24,468.49,0.6776
157.84,1397.07,469.81,0.6977
157.88,1393.39,475.33,0.6198
157.92,1381.82,488.12,0.6577
157.96,1341.67,433.57,0.7016
158.00,1274.98,356.21,0.5337
158.88,354.93,99.39,0.3981
159.00,262.41,188.57,0.4646
159.04,237.79,222.85,0.4693
159.08,207.94,244.10,0.4858
159.12,177.52,282.62,0.4274
159.20,132.86,224.82,0.6064
159.24,93.22,173.67,0.4182
159.28,80.83,128.54,0.3943
159.36,19.76,39.84,0.4281
163.12,13.53,245.24,0.4245
163.16,35.11,305.97,0.5196
163.24,127.02,437.52,0.6252
163.32,218.26,582.88,0.6891
163.40,320.61,771.29,0.5986
163.44,373.60,711.97,0.5052
163.52,468.15,537.04,0.6867
163.56,512.53,443.61,0.3775
163.60,559.90,372.00,0.5823
163.64,606.83,295.55,0.6282
163.68,657.26,230.81,0.5803
163.84,391.10,917.88,0.4192
163.88,393.59,913.55,0.4932
164.80,446.95,874.37,0.3079
164.84,1491.06,35.79,0.3496
164.92,1524.70,110.41,0.4654
165.48,1703.08,298.31,0.4804
