timestamp_sec,X_est,Y_est,Z_est,X_det,Y_det,Z_det
155.0,-12.17440774914414,0.02481424688350148,1.1114337440534243,-12.172033758007,0.0102131398979593,1.1219687751659788
155.08,-12.13089713381057,0.04900374652424649,0.8398984371894067,-12.08787101473413,0.0604331086669485,0.7212666003592393
155.08,-11.56127533743575,-1.021381820800996,0.7578237512141598,-10.695289198780392,-1.6353075079071793,0.1053011650030342
155.12,-11.718901143437494,-0.43313249497221135,0.47941050168112936,-12.035500788292826,0.0753613337769674,0.494106652432601
155.16,-11.815705419341551,-0.192487320080208,0.3290987592258525,-11.996547037304197,0.1129556525740567,0.2602337928208019
155.2,-11.916961354093846,-0.08576867439734048,0.18895685622440614,-12.037439110199973,0.0473208594297687,0.1275873020525091
155.24,-11.992195767821872,-0.04922692255020293,0.19159451547535883,-12.06851387524168,0.0040545228418837,0.3178951312526678
155.28,-12.017360350634858,-0.026143177906131364,0.2693295684969108,-12.055970068965411,0.0175334702629584,0.4704902632681317
155.32,-12.024972946092635,-0.01849371258040975,0.38242601142436355,-12.05845308847918,0.0185722052535096,0.6316437880046669
155.36,-12.044660476290488,0.008372809056814381,0.4777673823609758,-12.061429614756335,0.0227008659549285,0.7611492105977493
155.4,-12.638115232323175,-0.4569620868709087,0.8432715776967522,-15.442183946450466,-3.8083178942575424,1.826370799788941
155.44,-12.883297355533458,-0.9152052605426281,0.9811309160484275,-15.490012774960624,-3.88408825645969,1.9201038156952908
155.48,-13.634246480943787,-1.3561691099326803,0.7940872542762636,-15.51356719570875,-3.966415362478784,1.9890647609073864
155.52,-13.100948069776946,-1.0617561661961925,0.8556252104757897,-12.050228413139296,-0.0342130348269654,1.1241006687076758
155.56,-13.577566992793413,-1.5859340512283495,0.7788169900381462,-15.57452423578192,-4.058008241907398,2.028606318509788
155.6,-13.123959282482057,-1.1470312694314742,0.8812481786817057,-12.044526140775126,0.0394408116505317,0.8755051864333152
155.64,-13.559199682670037,-1.698637011076693,1.2227819492104464,-15.538092297437858,-3.860426801154892,1.7870144311232443
155.68,-14.054584395326861,-2.225596685628131,1.1610680943645213,-15.52659311284356,-3.797736604336571,1.6597156614389947
155.72,-14.426131850300072,-2.7482592037631517,0.9826989547263297,-15.490026786149352,-3.668711901041701,1.4774845119134734
155.76,-14.73097086510059,-3.0722272103661883,0.9381277892705079,-15.508999412878646,-3.6868923629604713,1.4783082648827306
155.8,-14.271473314404398,-2.4924651304885317,0.6687359063969897,-12.208288985219086,0.0110724271711761,0.4707623133914795
155.84,-13.634647829111593,-2.0221431433300445,0.6299873407005022,-12.229508052398309,-0.0031433183854423,0.6346394085148251
155.88,-14.336391506626578,-2.6571835361310576,0.531057965044433,-15.668423566530048,-3.910501605377642,1.7813717150311892
155.88,-13.720841811405382,-2.427140596228501,0.6270150887514122,-10.741405909237772,-1.6258160078604704,-0.0332052505478866
155.92,-14.18695061172331,-2.9119847338628397,0.5555298829664499,-15.692368696425914,-3.957430563104887,1.8357975132743936
156.12,-14.809884796063455,-2.321348445223487,-1.5441671220365276,-15.606498350985213,-1.5529266566359394,-1.147743954894727
156.56,-14.830713530032808,-2.565945108005341,-7.262258827046254,-11.600739143965653,0.0694618545979963,1.2532456531360934
156.6,-14.843965115000971,-2.543105911600373,-7.19553048353249,-11.543975252853963,0.0585595578867625,1.273793340349641
156.6,-14.484187218001704,-2.518696271383171,-6.633763625249157,-10.296194773448976,-1.392013255350022,0.6505535025552632
156.64,-14.04575820144665,-2.2596433751100595,-6.803300117137507,-10.241238980863066,-1.3790413394113703,0.6782837207302482
156.8,-13.606798553824715,-2.0719447350528646,-8.944258369156294,-11.160637369696484,0.0543198125779765,1.2659385347316336
156.84,-13.63807915395263,-1.6328323738278154,-8.94255845710336,-11.073401726179734,0.0463072499418346,1.2499611544638576
156.88,-13.524530099807864,-1.1160819754778262,-8.890738040643921,-11.002187643114144,0.043636396516182,1.201733874499744
156.92,-13.11667946997556,-1.0541226458328532,-8.983954544893939,-10.907870913040522,0.0557166566516463,1.1824979085239429
156.96,-13.043241227665673,-0.6613847461023581,-9.182143539738698,-10.821894166934252,0.0543964614983217,1.1538613035081753
157.0,-12.707807733442479,-0.47436298450523634,-9.32793439869273,-10.730613089883011,0.0065559341593345,1.1224438330796234
157.0,-12.532022758233348,-0.5838466221339914,-8.56671727852504,-9.704133907417951,-1.1801675331018735,0.694763360503688
157.04,-12.38443467937087,-0.5822033188598865,-8.663935387493511,-9.618793078103478,-1.1911487034477874,0.6777354089544514
157.04,-12.320155291950329,-0.5219281739939048,-7.906200754740629,-10.645042577782352,-0.0090729813366519,1.1055398615348635
157.08,-11.993222721876252,-0.5858821382987199,-8.02736101581106,-10.554570820562498,-0.0617635077530961,1.117514677787575
157.08,-11.95614486319026,-0.6154786648964755,-7.446810964525048,-10.85023343439006,-1.2150268362615462,1.830162100636516
157.12,-11.799473436971008,-0.4171392075440327,-7.5935746819467465,-10.762580150222206,-1.3422958277059716,1.891119754969084
157.12,-11.936287158311591,-0.48802502723265884,-6.962724674223042,-10.436754189740007,-0.0846387349795411,1.1456322891909387
157.16,-11.74895094670697,-0.6345407303275962,-7.127230834790285,-10.561042422007455,-0.3295861054993819,1.305861185562259
157.16,-11.483024819498638,-0.5883187744271486,-6.459553711729513,-9.385439526823122,-1.1963449647678883,0.8128011888304703
157.16,-11.37659297248776,-0.5246073104078567,-5.941150493577404,-10.344841811597115,-0.3386302806086719,1.2122424923312078
157.16,-11.550586575197688,-1.2950644121987265,-5.125580387937002,-10.687692681205476,-1.430120456395361,1.9537700093432533
157.16,-11.302418218676952,-1.0965359536156518,-4.518484525890411,-10.34632135743471,-0.1340249302699667,1.208345438960894
157.2,-11.03015988642466,-1.0570920807280355,-4.671841649943192,-9.319911134381831,-1.2043152137941149,0.924113256585792
157.2,-11.02654839271574,-0.8965149275547378,-3.8765069854880245,-10.438040302143724,-0.3370217677184862,1.3981420478610933
157.2,-10.963212738457731,-0.9268888765276047,-3.328593512505989,-10.22555947541936,-0.1451907112485982,1.3085145149999275
157.2,-10.8147145493508,-0.9277986240818198,-2.766882850315632,-10.29263508565388,-0.3445404008674175,1.335560432411989
157.2,-10.73433203728528,-0.5604879040544951,-2.040716324041932,-10.592476435802938,-1.517031024307908,2.056009739637568
157.24,-10.748926430656486,-0.5544040273821966,-2.2726375748127023,-10.12911243485011,-0.1595515062604704,1.4228742081949894
157.24,-10.725535158242678,-0.6012156692943859,-1.62305579053348,-10.508422772398973,-1.5764821154855044,2.17366197910476
157.28,-10.434573246401742,-0.3551462436524523,-1.74231162461859,-10.2383182125582,-0.3623012815059983,1.64939072932639
157.28,-10.327105444328181,-0.18822318812231242,-1.139216223729512,-9.97821572417636,0.0778226179427493,1.5821341595970098
