timestamp_sec,x_center,y_center,confidence
164.00,3116.09,638.33,0.5053
164.04,3159.08,636.85,0.5594
164.08,141.86,1713.57,0.3455
164.12,3256.45,639.45,0.5030
164.16,3299.36,644.98,0.4595
164.24,3403.05,666.22,0.6152
164.28,3443.26,683.34,0.6472
164.32,3492.22,702.99,0.4842
164.36,3539.02,723.94,0.5633
164.40,3580.72,751.03,0.6849
164.44,3624.13,782.71,0.6908
164.48,3673.47,819.04,0.6153
164.52,3718.26,850.59,0.5763
164.60,3804.47,941.87,0.4719
164.64,3826.55,988.20,0.3496
164.68,138.77,1711.71,0.3351
164.76,138.58,1711.75,0.3093
164.80,138.82,1712.80,0.3559
164.84,138.86,1712.88,0.3419
165.00,139.33,1713.19,0.3059
