timestamp_sec,x_center,y_center,confidence
154.96,2133.58,1222.53,0.3436
155.00,2142.55,1237.81,0.4171
155.04,2140.71,1275.51,0.4940
155.08,2135.94,1336.57,0.6792
155.12,2134.76,1400.92,0.7057
155.16,2126.16,1460.75,0.6986
155.20,2118.21,1538.93,0.7273
155.24,2126.93,1496.13,0.6288
155.28,2134.50,1447.13,0.6566
155.32,2140.74,1400.88,0.6473
155.36,2146.07,1357.87,0.6892
155.40,2152.03,1319.35,0.6465
155.44,2158.32,1281.24,0.6739
155.48,2176.71,1260.22,0.4414
155.52,2179.75,1243.69,0.4256
155.56,2182.70,1254.33,0.3369
155.60,2157.68,1290.36,0.6513
155.64,2138.66,1365.66,0.6768
155.68,2125.10,1432.14,0.7521
155.72,2098.79,1514.27,0.6616
155.76,2095.64,1512.20,0.7028
155.80,2099.57,1455.59,0.6288
155.84,2105.54,1406.51,0.6167
155.88,2098.44,1362.51,0.6670
155.92,2098.36,1328.76,0.5428
156.56,2269.05,1176.01,0.4918
156.60,2285.16,1169.80,0.5960
156.80,2371.96,1159.58,0.6230
156.84,2392.77,1159.16,0.7124
156.88,2406.71,1170.89,0.6447
156.92,2423.97,1171.37,0.6800
156.96,2441.89,1174.99,0.6562
157.00,2469.63,1189.00,0.7016
157.04,2490.04,1194.85,0.6399
157.08,2520.55,1196.97,0.7262
157.12,2551.29,1189.83,0.7190
157.16,2583.98,1174.67,0.6785
157.20,2616.37,1144.85,0.6894
157.24,2644.16,1115.92,0.6497
157.28,2674.66,1073.83,0.6655
157.32,2706.73,1033.04,0.6972
157.36,2731.13,971.02,0.6641
157.40,2753.14,931.80,0.6797
157.44,2779.62,899.99,0.6855
157.48,2794.67,867.02,0.6900
157.52,2823.76,844.29,0.5221
157.56,2841.11,825.48,0.4750
157.60,2860.94,809.64,0.6073
157.64,2873.59,788.56,0.4762
157.68,2892.62,778.80,0.5781
157.72,2907.29,773.08,0.6974
157.76,2920.96,767.89,0.5642
157.80,2935.59,777.04,0.7299
157.84,2948.14,784.23,0.6961
157.88,2962.26,796.81,0.6621
157.92,2972.14,815.14,0.6614
158.08,3403.05,647.24,0.6188
158.28,3822.15,573.74,0.3433
159.20,3079.57,908.30,0.3359
160.40,3826.74,454.54,0.3564
160.48,3779.28,498.33,0.4485
160.52,3747.03,534.89,0.3785
160.60,3738.85,494.32,0.4616
160.64,3758.68,432.33,0.3029
160.68,3776.10,375.13,0.6266
160.72,3792.51,315.77,0.5577
160.76,3811.88,261.09,0.4880
160.80,3821.11,212.05,0.4771
162.84,3824.61,489.30,0.5040
163.20,3464.08,730.91,0.4353
163.28,3362.33,836.54,0.6450
163.32,3308.37,887.99,0.5471
163.36,3260.14,957.34,0.4402
163.52,3411.23,889.04,0.3595
163.56,3490.31,858.26,0.5011
163.60,3574.32,807.18,0.3768
163.68,3716.62,729.09,0.5990
