timestamp_sec,x_center,y_center,confidence
158.80,187.64,835.71,0.3500
158.84,243.47,870.30,0.6617
158.88,296.27,911.53,0.4701
158.92,356.82,950.15,0.6001
158.96,411.87,992.84,0.6194
159.00,471.72,1038.22,0.5266
159.04,528.86,1095.22,0.4929
159.08,591.19,1140.94,0.3523
159.16,633.21,1066.14,0.6679
159.20,644.48,1002.55,0.5419
159.24,656.64,952.11,0.3173
159.28,665.47,892.80,0.3247
159.32,678.80,837.43,0.5455
159.40,704.27,744.38,0.5744
159.48,723.45,663.58,0.3788
159.52,735.48,629.97,0.4897
159.56,749.03,601.53,0.5435
159.60,762.92,571.42,0.4961
159.64,775.33,545.81,0.5944
159.68,789.48,524.19,0.4461
159.72,802.10,506.62,0.3606
159.76,818.64,488.97,0.6400
159.88,863.07,458.88,0.5909
159.92,876.48,458.00,0.4677
159.96,890.82,456.16,0.4632
160.04,916.90,462.78,0.4802
160.08,935.87,464.13,0.5582
160.12,945.95,480.22,0.5923
160.20,980.29,503.20,0.3834
160.24,993.85,524.62,0.4464
160.28,1007.81,541.92,0.5469
160.32,1020.95,569.38,0.5523
160.36,1033.81,585.79,0.4220
160.44,1064.89,638.59,0.6090
160.52,1092.82,697.59,0.4780
160.56,1091.91,666.91,0.5385
160.60,1086.75,599.32,0.3830
160.68,1067.64,480.77,0.5514
160.72,1058.03,420.49,0.5116
160.76,1052.90,369.92,0.6489
160.80,1049.86,320.73,0.3402
160.84,1043.15,266.36,0.3217
161.00,1021.48,107.14,0.5427
161.04,1017.96,69.05,0.6462
161.08,1013.16,34.68,0.5427
161.12,1011.56,16.77,0.3416
162.00,953.83,38.12,0.3218
162.20,957.56,233.94,0.3003
162.24,963.31,276.06,0.4453
162.28,964.86,325.02,0.3049
162.32,966.74,372.73,0.6017
162.36,968.75,422.97,0.4575
162.40,972.74,481.82,0.6387
162.44,978.10,536.42,0.5161
162.48,981.00,599.07,0.4041
162.72,643.24,593.41,0.4409
162.76,585.43,596.74,0.4813
162.80,532.21,603.89,0.4481
162.84,477.98,611.77,0.5050
162.88,427.69,621.38,0.3507
162.92,377.20,642.05,0.4268
162.96,328.76,651.93,0.5494
163.00,279.13,674.83,0.3254
163.04,242.62,692.40,0.4161
