timestamp_sec,x_center,y_center,confidence
12.11,1296.58,900.49,0.3423
154.96,1296.36,904.61,0.4091
155.00,1295.05,908.32,0.3680
155.04,1295.73,909.74,0.4424
155.08,1296.59,912.09,0.3706
155.12,1295.75,913.06,0.4394
155.16,1295.84,912.67,0.4565
155.20,1295.34,912.22,0.4543
155.24,1295.91,910.75,0.4406
155.28,1294.95,908.94,0.4600
155.32,1296.20,906.14,0.3870
155.36,1294.43,898.47,0.3947
155.40,1294.87,895.76,0.3556
155.52,1285.38,879.96,0.4251
155.56,1283.12,877.40,0.3747
157.36,1759.65,826.59,0.3071
157.44,1754.06,793.45,0.4944
157.48,1751.93,784.57,0.5301
157.56,1744.57,765.99,0.4892
157.60,1742.51,759.23,0.5101
157.92,1719.62,766.11,0.3569
157.96,1703.82,754.62,0.5569
158.04,1678.53,727.10,0.3300
158.08,1664.42,721.09,0.4532
158.16,1635.03,706.11,0.3760
158.36,1557.95,711.18,0.5102
158.44,1525.93,729.46,0.3846
158.48,1510.73,745.15,0.3987
158.56,1475.40,784.96,0.4799
158.64,1447.11,834.55,0.4809
158.68,1435.85,861.63,0.4904
158.72,1425.74,899.59,0.3347
158.80,1398.35,960.94,0.3134
158.92,1357.53,1097.04,0.6323
159.04,1322.15,1248.98,0.6077
159.08,1316.80,1306.69,0.4454
159.16,1362.03,1271.67,0.3442
159.40,1560.51,1015.62,0.3110
159.44,1584.71,978.58,0.3611
159.48,1624.65,950.54,0.3531
159.68,1782.21,836.82,0.5841
159.72,1812.72,826.53,0.5035
159.80,1878.01,805.98,0.3738
159.84,1910.81,799.90,0.4689
159.88,1939.01,799.62,0.5774
159.92,1973.19,799.69,0.5733
160.00,1590.66,1254.99,0.3650
160.04,1590.92,1254.62,0.3655
160.08,2095.30,835.99,0.5442
160.12,2127.50,855.33,0.4678
160.16,2155.21,871.24,0.3112
160.20,1591.89,1252.88,0.3171
160.28,2242.92,939.66,0.5091
160.32,1589.47,1253.98,0.4509
160.36,1589.13,1254.12,0.4619
160.40,2320.44,1029.11,0.5018
160.44,2352.84,1066.30,0.4595
160.52,2405.40,1143.10,0.5590
160.64,2403.34,956.30,0.6049
160.68,2397.87,900.09,0.5628
160.72,2393.96,834.45,0.6826
160.76,2387.14,769.29,0.4828
160.88,2370.26,612.93,0.6257
160.92,2363.83,564.66,0.6406
160.96,2358.93,521.01,0.7157
161.00,2352.48,479.93,0.7097
161.04,2346.53,438.60,0.4886
161.08,1932.91,1268.80,0.3911
161.12,2330.74,367.77,0.5066
161.16,2324.60,336.29,0.5577
161.20,2316.09,308.48,0.3980
161.24,1931.62,1267.96,0.3910
161.28,1932.16,1268.68,0.3994
161.32,1931.75,1265.33,0.3720
161.36,1933.05,1268.62,0.4320
161.40,2279.94,231.05,0.4876
161.44,1932.95,1267.35,0.3618
161.48,1932.98,1268.21,0.3473
161.56,1932.15,1268.25,0.3516
161.68,1931.57,1259.81,0.3364
161.76,1931.35,1265.83,0.3060
161.88,2178.07,304.09,0.4234
161.92,2169.20,331.64,0.5901
161.96,2164.32,362.28,0.4994
162.04,2146.49,425.33,0.5448
162.08,2137.96,463.22,0.6526
162.12,2129.74,501.20,0.6825
162.16,2118.42,546.43,0.5196
162.28,2099.27,685.57,0.5322
162.32,2092.99,744.01,0.5957
162.36,2083.83,793.40,0.5754
162.52,2058.40,993.07,0.4961
162.56,2048.50,962.89,0.3920
162.60,2046.44,946.28,0.5322
163.00,1986.05,899.83,0.3419
163.08,1971.28,915.36,0.4321
163.72,1630.16,785.53,0.3931
163.76,1598.16,762.62,0.4160
163.84,1524.51,715.98,0.5145
163.88,1490.36,689.41,0.3197
163.92,1453.11,676.14,0.3614
164.04,1353.07,640.48,0.4370
164.08,1314.84,634.36,0.4408
164.12,1282.21,624.90,0.4084
164.16,1247.19,614.56,0.3749
164.20,1212.80,613.67,0.5075
164.24,1177.72,615.41,0.3437
164.44,1009.45,646.06,0.3509
164.48,978.34,661.11,0.4229
164.52,942.44,675.14,0.6082
164.56,910.59,689.88,0.4904
164.60,874.10,710.98,0.4026
164.64,1867.76,1111.26,0.3671
164.68,1871.41,1109.39,0.3281
164.72,777.46,785.99,0.4354
164.80,718.12,836.71,0.4103
164.84,679.72,873.40,0.4817
165.16,437.87,1205.74,0.3805
165.56,288.81,1048.40,0.3925
165.72,243.73,997.25,0.3374
