frame_idx,ball_idx,x_center,y_center,confidence
48,0,2844.087646484375,492.7386474609375,0.4001714289188385
49,0,2869.78173828125,402.21588134765625,0.6036764979362488
50,0,2877.73876953125,322.2017822265625,0.449806809425354
51,0,3273.23388671875,525.6010131835938,0.4579751491546631
52,0,3274.560546875,525.9613037109375,0.40644630789756775
53,0,3274.91943359375,526.6989135742188,0.4174295663833618
54,0,3274.8720703125,526.6700439453125,0.40168318152427673
92,0,3338.870361328125,68.9834976196289,0.40276479721069336
156,0,3817.69775390625,540.494384765625,0.46927982568740845
158,0,3784.92041015625,549.1151733398438,0.4495947062969208
159,0,3765.1064453125,557.98779296875,0.5473110675811768
160,0,3740.58740234375,576.2471923828125,0.6110185980796814
161,0,3728.178955078125,591.4979248046875,0.5135102272033691
165,0,3640.40185546875,711.575439453125,0.7087014317512512
166,0,3610.439208984375,749.7723999023438,0.5057563185691833
654,0,3126.9375,285.6668701171875,0.5232605934143066
660,0,3257.986083984375,520.2427978515625,0.424395352602005
661,0,2910.2763671875,562.4492797851562,0.5841073989868164
661,1,3257.934814453125,520.269775390625,0.4142301678657532
662,0,2938.744140625,488.38934326171875,0.5877910256385803
663,0,2968.638671875,410.0133361816406,0.5279742479324341
664,0,2995.4453125,336.71063232421875,0.7193840742111206
664,1,3258.12890625,519.2298583984375,0.4142088294029236
665,0,3258.352294921875,519.6106567382812,0.41330066323280334
668,0,3109.099365234375,80.4397201538086,0.46041902899742126
740,0,3450.509765625,202.33767700195312,0.42702507972717285
743,0,3572.1357421875,324.6429748535156,0.5935389995574951
856,0,3708.364013671875,2137.863037109375,0.4498155415058136
969,0,1961.4576416015625,604.0875244140625,0.427316278219223
1053,0,3284.1884765625,523.2242431640625,0.5630068778991699
1055,0,3287.510009765625,525.2003173828125,0.4628835916519165
1065,0,3296.757568359375,520.583740234375,0.4231042265892029
1465,0,2501.8857421875,415.9289245605469,0.5202464461326599
1467,0,3255.7431640625,521.5944213867188,0.43950003385543823
1469,0,3259.0458984375,522.0792846679688,0.43448758125305176
1470,0,3256.745361328125,522.4078369140625,0.5141898989677429
1471,0,3257.2177734375,521.2077026367188,0.5275294184684753
1472,0,3257.07861328125,521.856689453125,0.5428235530853271
1473,0,3255.578125,521.2047729492188,0.5485495924949646
1504,0,3712.017333984375,91.8581771850586,0.6551421880722046
1505,0,3737.3525390625,158.79112243652344,0.548764705657959
1516,0,3573.173828125,100.73490142822266,0.5336169004440308
1626,0,2252.8076171875,1284.24755859375,0.4992331266403198
1831,0,3782.0517578125,277.9922790527344,0.43723955750465393
1891,0,3064.216064453125,229.4505157470703,0.4013420343399048
1894,0,3000.54931640625,345.1714782714844,0.5729708075523376
1895,0,2984.971435546875,399.3580322265625,0.5695849061012268
1897,0,2953.4033203125,506.9140625,0.42633992433547974
1898,0,2922.1015625,560.3662109375,0.5523799061775208
1913,0,2689.10498046875,947.7753295898438,0.4144827127456665
1914,0,2675.626953125,945.046630859375,0.7090638279914856
1915,0,2654.37646484375,947.1978759765625,0.6446405053138733
1916,0,2632.42138671875,951.1611328125,0.7276545166969299
1917,0,2626.54150390625,950.354736328125,0.7596689462661743
1918,0,2604.60302734375,955.647705078125,0.7767055034637451
1919,0,2593.90673828125,965.77294921875,0.6241239905357361
1920,0,2582.94482421875,972.07080078125,0.6311244964599609
1921,0,2572.23681640625,981.65478515625,0.4600898325443268
1922,0,2554.28662109375,980.5858154296875,0.6834790110588074
1923,0,2542.6953125,989.98291015625,0.5961555242538452
1924,0,2537.454833984375,992.101806640625,0.6831197738647461
1925,0,2529.43994140625,1002.4832763671875,0.6106109023094177
1926,0,2511.8603515625,994.9559326171875,0.4808371365070343
1927,0,2501.04052734375,1004.4830322265625,0.4612458348274231
1928,0,2493.998046875,1002.8287353515625,0.5609074831008911
1929,0,2487.9345703125,1002.554931640625,0.6082949638366699
1943,0,3782.31787109375,285.60491943359375,0.4013221859931946
1959,0,2421.09912109375,1206.3741455078125,0.4297081530094147
1960,0,2421.02978515625,1219.121826171875,0.5535802245140076
1961,0,2412.54638671875,1231.168701171875,0.5281702280044556
1980,0,2131.68212890625,1309.466064453125,0.4933738112449646
1981,0,2119.83984375,1320.28515625,0.5244271159172058
1982,0,2107.75048828125,1325.26513671875,0.5894036889076233
1983,0,2106.61279296875,1330.3243408203125,0.6417026519775391
1984,0,2097.8388671875,1330.297119140625,0.6945192217826843
1985,0,2099.728515625,1334.5838623046875,0.6113836765289307
1986,0,2094.32470703125,1337.465087890625,0.6876441240310669
1987,0,2091.236328125,1344.48046875,0.6949021220207214
1988,0,2083.185302734375,1352.321533203125,0.5754715800285339
1989,0,2086.97802734375,1366.062255859375,0.5204288959503174
1993,0,2047.833740234375,1532.42578125,0.601187527179718
1994,0,2039.4400634765625,1615.8037109375,0.4079846441745758
1996,0,1998.0875244140625,1793.445556640625,0.40383097529411316
1999,0,1950.88525390625,1718.920166015625,0.5966025590896606
2003,0,1895.2186279296875,1533.1182861328125,0.6241204142570496
2006,0,1869.195556640625,1464.494140625,0.5975232720375061
2007,0,1866.0487060546875,1444.70068359375,0.4095614552497864
2007,1,3771.296630859375,202.17013549804688,0.400840163230896
2009,0,1845.649658203125,1449.06298828125,0.6126257181167603
2009,1,3778.464111328125,201.62637329101562,0.4230954945087433
2011,0,1820.5045166015625,1505.3994140625,0.4175078570842743
2017,0,1758.501708984375,1802.8134765625,0.6018643975257874
2018,0,3785.133544921875,201.85031127929688,0.4146815538406372
2019,0,3786.44091796875,202.08981323242188,0.4404010772705078
2020,0,3786.664306640625,200.56797790527344,0.4432937800884247
2021,0,3786.3759765625,201.2749786376953,0.47285598516464233
2022,0,3786.76904296875,200.9091339111328,0.4527178406715393
2023,0,3786.917724609375,201.50234985351562,0.4562373459339142
2024,0,3786.80126953125,200.56033325195312,0.4811133146286011
2025,0,3787.52783203125,200.96690368652344,0.4478079378604889
2026,0,3787.638427734375,201.503173828125,0.4365852177143097
2027,0,1740.605224609375,1461.39501953125,0.5784624814987183
2028,0,1736.9652099609375,1449.252197265625,0.5204072594642639
2029,0,1733.7967529296875,1436.669677734375,0.6338242292404175
2030,0,1735.88916015625,1426.34033203125,0.47972163558006287
2031,0,1747.5311279296875,1409.70263671875,0.47350504994392395
2032,0,1722.5716552734375,1417.562744140625,0.5935432314872742
2033,0,1750.2916259765625,1401.9075927734375,0.5224204063415527
2036,0,1785.5093994140625,1499.6011962890625,0.41454872488975525
2037,0,1805.20947265625,1570.564208984375,0.4867036044597626
2039,0,1837.32275390625,1736.635009765625,0.4083532392978668
2042,0,1874.052001953125,1811.89990234375,0.6991453766822815
2043,0,1880.9210205078125,1751.0435791015625,0.5530344247817993
2044,0,1879.76904296875,1694.8154296875,0.5313198566436768
2045,0,1881.963134765625,1641.54296875,0.40416640043258667
2046,0,1884.643798828125,1593.2032470703125,0.6370301842689514
2047,0,1886.9754638671875,1551.634521484375,0.47418099641799927
2048,0,1889.45263671875,1516.6915283203125,0.6334033012390137
2058,0,1850.790771484375,1423.614013671875,0.6939385533332825
2059,0,1851.4083251953125,1413.32177734375,0.6643481254577637
2060,0,1860.2515869140625,1413.8896484375,0.6654011011123657
2064,0,1873.56396484375,1541.735107421875,0.5880111455917358
2065,0,1877.5916748046875,1600.67431640625,0.5023733973503113
2067,0,1894.5318603515625,1764.0325927734375,0.5600941181182861
2068,0,1912.98388671875,1854.613037109375,0.5493740439414978
2070,0,1912.1971435546875,1828.9608154296875,0.6695840358734131
2071,0,1903.9566650390625,1768.862060546875,0.6309168338775635
2072,0,1896.4344482421875,1720.03662109375,0.5307728052139282
2073,0,1893.14306640625,1667.255615234375,0.4126870930194855
2074,0,1885.283935546875,1622.176025390625,0.6080772280693054
2075,0,1883.466552734375,1579.389404296875,0.6647720336914062
2097,0,1793.520751953125,1809.9327392578125,0.46035149693489075
2098,0,1798.143310546875,1746.837158203125,0.5037209391593933
2134,0,1800.1102294921875,1572.692138671875,0.4169602394104004
2153,0,1821.947265625,1512.5758056640625,0.47375616431236267
2155,0,1824.0604248046875,1462.002685546875,0.5279873013496399
2211,0,2094.1689453125,1422.2647705078125,0.5812793374061584
2212,0,2136.0595703125,1319.857666015625,0.4443710446357727
2215,0,2213.89453125,941.3666381835938,0.48200130462646484
2216,0,2229.635986328125,818.51220703125,0.5803621411323547
2217,0,2258.686767578125,718.673583984375,0.618036150932312
2218,0,2275.23876953125,600.1202392578125,0.41352444887161255
2219,0,2295.568359375,507.000732421875,0.5620284080505371
2249,0,2787.4111328125,307.86016845703125,0.49766433238983154
2250,0,2800.835693359375,386.87396240234375,0.5978463292121887
2366,0,2283.804931640625,465.304443359375,0.4664032757282257
2368,0,1911.8876953125,614.051025390625,0.6794834733009338
2369,0,1717.4468994140625,697.1174926757812,0.5169565081596375
2370,0,1546.5179443359375,783.7535400390625,0.6647282242774963
2371,0,1385.301025390625,871.7067260742188,0.6191303133964539
2372,0,1287.31982421875,799.3104858398438,0.6908977031707764
2373,0,1187.5086669921875,742.3590087890625,0.6260161995887756
2374,0,1084.309326171875,689.1920166015625,0.6117905974388123
2381,0,389.464599609375,458.7179260253906,0.5481241941452026
2382,0,295.0137939453125,445.7551574707031,0.7330980896949768
2383,0,198.795166015625,443.0225830078125,0.6998911499977112
2384,0,117.84138488769531,437.0118103027344,0.5657362937927246
2385,0,29.758155822753906,439.4208068847656,0.42549601197242737
2462,0,38.220516204833984,445.3986511230469,0.4896858334541321
2463,0,87.73919677734375,458.90045166015625,0.5913541316986084
2464,0,136.81861877441406,482.37176513671875,0.7039363980293274
2465,0,180.6625213623047,511.18524169921875,0.6498692035675049
2466,0,229.20181274414062,539.2835083007812,0.657421350479126
2467,0,276.84759521484375,567.786865234375,0.7893829941749573
2468,0,322.04290771484375,606.5789794921875,0.6697876453399658
2469,0,365.83642578125,648.2659912109375,0.6723010540008545
2470,0,408.09393310546875,696.23046875,0.6345294117927551
2471,0,453.84759521484375,743.0377807617188,0.6678824424743652
2472,0,497.72406005859375,797.2979736328125,0.6844329237937927
2473,0,543.8263549804688,852.7857055664062,0.786838948726654
2474,0,576.7487182617188,858.1052856445312,0.7648414373397827
2475,0,591.2981567382812,814.8387451171875,0.7591716051101685
2476,0,611.041748046875,771.5179443359375,0.6631370186805725
2477,0,622.5359497070312,735.3133544921875,0.6396687030792236
2478,0,645.3250732421875,696.1219482421875,0.42719945311546326
2479,0,666.8658447265625,666.6751098632812,0.6327677369117737
2484,0,757.990478515625,566.3946533203125,0.518528938293457
2489,0,855.5029907226562,556.2147216796875,0.6108289361000061
2490,0,871.5763549804688,560.800537109375,0.4373437464237213
2492,0,906.396240234375,581.0733032226562,0.4293575882911682
2493,0,928.027099609375,591.5176391601562,0.6290061473846436
2494,0,950.9227294921875,600.9129638671875,0.5535130500793457
2508,0,1255.0723876953125,374.9517517089844,0.5227066874504089
2532,0,1931.833740234375,328.8430480957031,0.5214301943778992
2533,0,1958.811767578125,370.1114501953125,0.6518640518188477
2534,0,1989.615966796875,430.0426940917969,0.5739911198616028
2535,0,2018.90625,482.6925048828125,0.5942898392677307
2537,0,2091.6279296875,611.6240234375,0.697205126285553
2538,0,2119.21435546875,679.9000854492188,0.7238963842391968
2539,0,2150.36181640625,756.044677734375,0.6964526176452637
2540,0,2190.24853515625,838.7981567382812,0.6554038524627686
2541,0,2210.8779296875,924.673095703125,0.6212606430053711
2542,0,2243.76220703125,1014.062255859375,0.6384372115135193
2544,0,2284.00537109375,1019.9891357421875,0.6446958184242249
2545,0,2290.751953125,967.1848754882812,0.686543881893158
2546,0,2298.82470703125,915.2275390625,0.7349333167076111
2547,0,2308.85009765625,869.9616088867188,0.7308019995689392
2548,0,2317.996337890625,822.9420166015625,0.7025861144065857
2549,0,2330.16748046875,784.2938232421875,0.6698276996612549
2550,0,2342.35791015625,750.0792846679688,0.7384535670280457
2551,0,2350.12255859375,723.1142578125,0.6221224069595337
2552,0,2357.94091796875,701.854248046875,0.6123657822608948
2553,0,2365.923828125,677.6148681640625,0.6413193941116333
2554,0,2381.3564453125,661.9339599609375,0.7718564867973328
2555,0,2389.521240234375,650.8706665039062,0.6285833716392517
2556,0,2393.77587890625,648.0689697265625,0.6395585536956787
2557,0,2406.240966796875,644.031005859375,0.697149395942688
2558,0,2419.67578125,650.2223510742188,0.5959890484809875
2559,0,2425.85009765625,654.1799926757812,0.6873361468315125
2560,0,2435.89697265625,663.234375,0.7422972917556763
2561,0,2441.54931640625,675.4503173828125,0.6711960434913635
2562,0,2445.55859375,699.1133422851562,0.623048722743988
2563,0,2448.88720703125,723.006103515625,0.6490892171859741
2564,0,2444.552734375,738.524169921875,0.5652419924736023
2565,0,2441.150390625,752.3192749023438,0.7267072200775146
2566,0,2438.875,774.549560546875,0.6511067152023315
2567,0,2440.7939453125,795.7549438476562,0.680506706237793
2568,0,2446.10498046875,812.3853759765625,0.7048642039299011
2569,0,2441.867431640625,836.9410400390625,0.6358681917190552
2570,0,2443.36083984375,853.9682006835938,0.7207518219947815
2571,0,2445.31201171875,870.9746704101562,0.6269428133964539
2572,0,2450.68798828125,890.4462890625,0.47840046882629395
2598,0,2228.088134765625,1052.9609375,0.6679717302322388
2607,0,2155.96435546875,1098.82568359375,0.4872220456600189
2608,0,2148.494140625,1100.855712890625,0.6515036821365356
2609,0,2142.4951171875,1107.125,0.5983923077583313
2615,0,2092.79345703125,1137.4183349609375,0.5762730240821838
2616,0,2083.474365234375,1138.44970703125,0.466982901096344
2618,0,2065.720458984375,1141.5576171875,0.639218270778656
2619,0,2062.57470703125,1145.5947265625,0.6532241702079773
2620,0,2060.11474609375,1154.30908203125,0.6139463186264038
2621,0,2053.624267578125,1159.1927490234375,0.5332365036010742
2641,0,2105.30029296875,1315.18310546875,0.5059437155723572
2642,0,2108.396240234375,1320.686279296875,0.4186266362667084
2643,0,2104.55517578125,1326.34765625,0.5332010388374329
2644,0,2103.0986328125,1329.44482421875,0.4342169165611267
2647,0,2066.963623046875,1357.376953125,0.42458441853523254
