timestamp,X_det,Y_det,Z_det,X_est,Y_est,Z_est
155.0,-12.163111,0.06794212,1.0728992,-12.163111,0.06794212,1.0728992
155.0,-10.712682,-1.6158725,0.47698772,-11.339330462999248,-0.8991691179994284,0.7227558939227381
155.04,-12.143625,0.02043101,0.9417074,-11.70833954498226,-0.4398752707888155,0.8233392912093586
155.08,-12.091838,0.08428358,0.70077187,-11.870951772003988,-0.2299849835151956,0.7762979610057368
155.12,-11.932858,0.95276177,0.1731768,-11.86287111839213,0.24189266645447713,0.5102028712969302
155.12,-12.056763,0.052076254,0.5018326,-11.92642258243408,0.13703558324263973,0.48975618564169693
155.12,,,,-11.93109055745478,0.11527165947181053,0.4823163176504822
155.16,,,,-11.936471162122347,0.13577507430952152,0.4830319902085701
155.16,-11.902163,0.8957879,-0.05727792,-11.896562942441975,0.474837630172994,0.20403843998190108
155.16,-12.0220375,0.016068863,0.2802716,-11.981141384685635,0.29396600108612003,0.2552613720505018
155.2,-11.892269,0.94254065,-0.13104405,-11.958098363847117,0.530514396262352,0.06740653643858562
155.2,-12.056147,0.009003344,0.13283838,-12.02774510925464,0.33811356355366323,0.06911212445950245
155.2,,,,-12.033014626364213,0.3290193175182996,0.06384367014235093
155.24,-12.073125,-0.060386494,0.3278924,-12.056849722008591,0.1377301115448554,0.18210130280500164
155.24,-11.886214,0.97554106,0.045471273,-12.03074030112941,0.4856753217746803,0.10531902085039008
155.28,-12.065769,0.042545214,0.45785117,-12.032370854925265,0.29961693350134955,0.2254647927781786
155.32,-12.076716,-0.080971636,0.6669229,-12.055102493486316,0.1351483825557176,0.39286731912826955
155.36,-12.089107,-0.08140182,0.8102173,-12.053919831743023,0.04947785645850329,0.5586896661778437
155.4,-12.078854,-0.009643167,0.9011597,-12.082559703103916,0.026312138951642052,0.7117829827850354
155.44,-12.087038,-0.0072465446,1.0100937,-12.120616748803341,-0.0006516941959235423,0.8281172514266489
155.48,-12.075278,-0.07411243,1.1254748,-12.122537413360554,-0.02113928894504439,0.9333499793174843
155.52,-12.064134,-0.05482074,1.1241695,-12.116809952536467,-0.04478659011445578,1.0303214949461674
155.56,-12.025168,-0.044166625,1.062479,-12.099777650075177,-0.05834224754138037,1.077361629875276
155.6,-12.039301,0.046056997,0.85287136,-12.113987312396075,-0.03835684909919156,0.9745134850125047
155.68,-11.936306,1.0158248,0.006989609,-12.031775353693298,0.3618756597333633,0.5576265131338521
155.76,-11.973314,1.0549229,-0.020324571,-11.965725310727668,0.6552512185594913,0.2981027805592203
155.76,-12.153035,0.027923686,0.2679513,-12.070666013902736,0.4225143939603144,0.2741647967018204
155.8,-12.188092,0.02732298,0.43890736,-12.121100056503817,0.256521540964711,0.34542987716268675
155.84,-12.220967,-0.041112304,0.6250216,-12.16604526489136,0.13853547451142273,0.40565165356047894
155.88,-12.239257,-0.035515465,0.7762026,-12.202043102271453,0.09787950957238946,0.5314467370703668
156.2,-12.015319,0.81172043,1.2018235,-12.103903660618073,0.3873421274359485,0.8897915023480456
156.24,-11.97951,0.77028835,1.2370633,-12.055391266416331,0.5365138555083303,1.095388442731346
156.28,-12.043806,-0.06246776,1.0587082,-12.047933598081435,0.28117643073234755,1.0958698032303378
156.28,-11.942438,0.7053235,1.2586155,-11.96304785886746,0.44013439733173604,1.159493881348371
156.32,-11.906377,0.65462977,1.279381,-11.9413910514581,0.5086331650561893,1.2132168512008574
156.32,-12.001804,-0.078200325,1.0806977,-11.98672836979244,0.290130770251359,1.1584618925929382
156.36,-11.947953,-0.08306646,1.1130787,-12.001110603107685,0.158034551887065,1.183983584394973
156.36,-11.857415,0.5911433,1.3285625,-11.952039031954202,0.34582374934667826,1.2594951032598927
156.4,-11.802619,0.5135902,1.3746603,-11.87988444239836,0.40680694597225947,1.3762032605917698
156.44,-11.758006,0.45192167,1.4197224,-11.832134170421378,0.43420278228630377,1.3940657288341542
