frame_idx,ball_idx,world_x,world_y,world_z
11122,0,-21.217363,60.33955,6.8334
10860,0,-21.212805,60.341885,6.8361516
9603,0,-21.207602,60.33915,6.834481
11681,0,-21.223034,60.368,6.8336325
8212,0,-21.206047,60.32019,6.8345494
6821,0,-21.218988,60.360542,6.8335953
6425,0,-21.219782,60.347435,6.8331766
13459,0,-21.218872,60.356762,6.836274
12464,0,-21.221073,60.362984,6.8333187
12068,0,-21.221107,60.34871,6.8346205
11073,0,-21.21865,60.34122,6.835039
11806,0,-21.223362,60.369743,6.8330965
10811,0,-21.213898,60.331097,6.8338823
9682,0,-21.218622,60.34139,6.8352013
12197,1,-21.219645,60.344143,6.836692
11460,0,-21.217121,60.35214,6.836766
867,0,-21.222744,60.36598,6.832909
471,0,-21.220648,60.36176,6.8331695
6772,0,-21.215052,60.331627,6.837185
12281,0,-21.220907,60.36156,6.8357277
605,0,-21.219547,60.359997,6.832778
10890,0,-21.20607,60.327503,6.836488
12930,0,-21.217154,60.356018,6.8353877
7896,1,-21.205812,60.314213,6.8367076
11024,0,-21.220612,60.346397,6.831159
11673,0,-21.222311,60.366272,6.8345075
3466,0,-21.205753,60.317482,6.8375263
1080,0,-21.221062,60.362667,6.832901
684,0,-21.206404,60.322674,6.8355145
818,0,-21.22282,60.366756,6.832135
6723,0,-21.216328,60.33684,6.8348026
13143,0,-21.219595,60.360092,6.833833
1467,0,-21.222862,60.35912,6.8312593
10841,0,-21.21333,60.34336,6.8365135
6976,0,-21.222643,60.35293,6.8330975
12881,0,-21.219597,60.359943,6.8361526
9054,0,-21.217596,60.33494,6.8357725
11490,0,-21.217075,60.356422,6.834823
8193,0,-21.206087,60.31615,6.8340454
7797,0,-21.219746,60.339207,6.835321
897,0,-21.222725,60.366188,6.832624
6802,0,-21.217552,60.342255,6.834278
6406,0,-21.21985,60.347878,6.8328233
11054,0,-21.205727,60.316257,6.8338695
7189,0,-21.222225,60.351322,6.8340487
13094,0,-21.218796,60.35672,6.835836
11441,0,-21.218714,60.34045,6.8354554
1110,0,-21.221035,60.362686,6.8328176
8659,0,-21.205484,60.31451,6.8371754
848,0,-21.222958,60.367004,6.8321466
6794,1,-21.216805,60.337254,6.8353734
7664,0,-21.204521,60.309677,6.836281
13569,0,-21.216457,60.353638,6.837209
11570,1,-21.206846,60.319794,6.8346305
12911,0,-21.220478,60.361122,6.834749
12178,0,-21.216738,60.355343,6.8351655
502,0,-21.220682,60.361668,6.833354
106,0,-21.206953,60.32379,6.8361297
11520,0,-21.222076,60.36496,6.834268
10263,0,-21.206038,60.31806,6.836993
4492,0,-21.219784,60.361423,6.831815
9006,0,-21.222416,60.365963,6.8352213
7877,0,-21.219383,60.338818,6.835433
13124,0,-21.218182,60.356033,6.8379793
6957,0,-21.22272,60.35071,6.8324084
11471,0,-21.208532,60.338478,6.835125
13511,0,-21.219336,60.357,6.8371134
9085,0,-21.219505,60.362686,6.8330574
12991,1,-21.21793,60.35403,6.8362026
8427,0,-21.218512,60.34469,6.833572
10863,0,-21.212698,60.341545,6.836126
12941,0,-21.217766,60.352917,6.8367753
532,0,-21.220734,60.361923,6.83317
7170,0,-21.222551,60.349007,6.8339677
13075,0,-21.217539,60.3515,6.8379364
12679,0,-21.223858,60.367863,6.834636
10293,0,-21.206076,60.319965,6.8348627
12071,0,-21.221102,60.348827,6.8344626
9685,0,-21.221079,60.345604,6.836108
6987,0,-21.223196,60.354626,6.832341
12892,0,-21.219305,60.358337,6.8375688
3518,0,-21.207323,60.323627,6.8357687
483,0,-21.220844,60.3625,6.832734
12200,1,-21.219551,60.343513,6.8372154
8428,0,-21.205315,60.317238,6.8363547
11501,0,-21.218744,60.359455,6.8341236
870,0,-21.22204,60.357597,6.833059
6775,0,-21.216793,60.35204,6.837522
12150,0,-21.218992,60.357056,6.8356557
12284,0,-21.220816,60.36156,6.835664
12680,0,-21.222439,60.3497,6.8343062
8457,0,-21.218317,60.342884,6.8352256
3082,0,-21.218689,60.35835,6.832785
13367,0,-21.22003,60.36161,6.8356743
7200,0,-21.222773,60.352844,6.8334966
8245,0,-21.205864,60.319885,6.8345013
949,0,-21.222614,60.36306,6.8360057
6458,0,-21.219408,60.346127,6.833884
1083,0,-21.221193,60.363472,6.832247
6988,0,-21.22328,60.354885,6.832228
12497,0,-21.222038,60.364388,6.8344445
12101,0,-21.222322,60.365173,6.8347397
4206,0,-21.206238,60.318707,6.836187
10844,0,-21.20614,60.32924,6.836943
513,0,-21.220924,60.362988,6.8323565
9191,0,-21.207571,60.338966,6.8344617
13571,0,-21.21634,60.350952,6.8370156
1162,0,-21.220594,60.36129,6.8334646
8196,0,-21.206263,60.32062,6.8345227
7800,0,-21.219698,60.339867,6.83569
13309,0,-21.221447,60.36384,6.836319
900,0,-21.222605,60.365932,6.832654
6805,0,-21.218822,60.35832,6.834127
6409,0,-21.219923,60.34817,6.8326354
12710,0,-21.222218,60.349316,6.834279
10923,0,-21.206184,60.324863,6.8384476
7192,0,-21.222342,60.351692,6.833874
8013,0,-21.208282,60.32391,6.835152
717,0,-21.206413,60.332138,6.836188
12527,0,-21.218319,60.35494,6.835478
851,0,-21.223001,60.367252,6.8319764
12265,0,-21.221844,60.3659,6.8349037
10874,0,-21.21241,60.340733,6.835894
7880,1,-21.206278,60.320713,6.8344464
11523,0,-21.220942,60.36237,6.834517
11261,0,-21.217562,60.335415,6.8355365
8226,0,-21.20586,60.31983,6.8345537
7830,0,-21.220844,60.349003,6.833704
10266,0,-21.206236,60.318516,6.836904
6835,0,-21.21948,60.34877,6.8309636
6439,0,-21.219645,60.346733,6.8336844
3104,0,-21.219217,60.3582,6.8340936
11390,1,-21.221327,60.346493,6.832251
12993,0,-21.221382,60.36264,6.834068
7222,0,-21.222546,60.351215,6.8348866
13127,0,-21.21767,60.35957,6.8328466
13523,0,-21.220224,60.357124,6.8373938
6960,0,-21.222837,60.353546,6.832803
9696,0,-21.218494,60.343185,6.8344674
1143,0,-21.221243,60.363922,6.8319616
485,0,-21.220848,60.362434,6.832811
6786,0,-21.216103,60.337116,6.837046
8430,0,-21.218466,60.344475,6.8337193
7831,0,-21.220852,60.349045,6.8336644
10904,0,-21.206089,60.32716,6.8363676
13340,0,-21.221415,60.363472,6.8370366
139,0,-21.209017,60.32831,6.8354764
12682,0,-21.21672,60.339317,6.8337803
11553,0,-21.221289,60.34476,6.835326
8256,0,-21.205837,60.31984,6.834498
1094,0,-21.221422,60.3642,6.831899
698,0,-21.208683,60.33752,6.8349285
3134,0,-21.220089,60.360016,6.833814
9039,0,-21.218939,60.34013,6.8346286
352,0,-21.219301,60.35948,6.8328605
6990,0,-21.21573,60.341793,6.830796
486,0,-21.22094,60.362858,6.8325243
11242,0,-21.220516,60.361183,6.834897
6382,0,-21.219852,60.3476,6.833142
9118,0,-21.20447,60.308975,6.836746
8460,0,-21.218555,60.34351,6.8350368
10896,0,-21.206076,60.32733,6.8364596
13370,0,-21.219849,60.360825,6.835977
12974,0,-21.21856,60.358253,6.8354454
565,0,-21.220722,60.36226,6.832762
1298,0,-21.220865,60.36206,6.833252
7203,0,-21.222824,60.352745,6.833723
12712,0,-21.216543,60.338654,6.83414
437,0,-21.220875,60.36198,6.8332872
11851,0,-21.220224,60.348606,6.8328
8807,0,-21.218845,60.337566,6.836272
8411,0,-21.219078,60.346012,6.8332834
13187,0,-21.219507,60.359154,6.8360543
12925,0,-21.21738,60.33781,6.836972
516,0,-21.220823,60.362404,6.8328013
120,0,-21.208302,60.335094,6.836797
11930,0,-21.217218,60.339027,6.835226
11668,0,-21.221975,60.36581,6.834435
7803,0,-21.219662,60.33974,6.835694
6808,0,-21.22037,60.349743,6.8317924
6412,0,-21.220865,60.361603,6.8334203
12317,0,-21.222815,60.36867,6.8337827
10664,0,-21.207901,60.32419,6.835225
9273,0,-21.208883,60.322144,6.8338523
1462,0,-21.222866,60.3586,6.831479
467,0,-21.222301,60.363426,6.834861
8016,0,-21.208284,60.323925,6.8351407
6887,0,-21.216032,60.337643,6.8312974
9099,0,-21.207647,60.339497,6.8342247
4972,0,-21.20634,60.326447,6.833552
10877,0,-21.21189,60.32781,6.833589
6888,1,-21.216618,60.34391,6.8303103
13005,0,-21.22184,60.364075,6.8341365
12609,0,-21.22294,60.36723,6.83502
933,0,-21.22285,60.366512,6.832507
6838,0,-21.21892,60.34593,6.833016
6442,0,-21.219427,60.34468,6.833868
10307,0,-21.205423,60.313454,6.8359084
671,0,-21.206635,60.333298,6.835327
12481,0,-21.215801,60.350513,6.835332
9699,0,-21.218548,60.343807,6.834231
8308,0,-21.206127,60.320442,6.8344326
497,0,-21.220678,60.361664,6.8333197
8442,0,-21.218374,60.343353,6.834819
8046,0,-21.206587,60.317337,6.834432
1146,0,-21.221123,60.363235,6.8324966
7784,0,-21.205795,60.31906,6.8353024
6655,0,-21.216562,60.342068,6.832321
12560,0,-21.220295,60.361824,6.8340073
12164,0,-21.218359,60.344017,6.8340106
6393,0,-21.220022,60.348522,6.832446
6131,0,-21.217506,60.343315,6.8316464
10907,0,-21.206081,60.327003,6.836355
9254,0,-21.205215,60.31281,6.835791
8259,0,-21.205446,60.314785,6.8344088
10299,0,-21.205341,60.31364,6.834885
1359,0,-21.220463,60.361496,6.833035
963,0,-21.219118,60.359455,6.832308
1097,0,-21.22118,60.36314,6.832587
701,0,-21.208212,60.336235,6.835401
835,0,-21.22291,60.36689,6.832176
439,0,-21.220818,60.361893,6.833257
8646,0,-21.2053,60.312435,6.836243
13160,0,-21.219284,60.360153,6.8355174
10858,0,-21.206213,60.32905,6.8365827
11769,0,-21.221184,60.3635,6.836365
9467,0,-21.205595,60.322544,6.836566
10512,0,-21.206123,60.313606,6.836691
8210,0,-21.206106,60.320343,6.834499
6819,0,-21.217323,60.340973,6.8337836
6423,0,-21.21965,60.346928,6.8334713
12328,0,-21.221502,60.366375,6.834177
652,0,-21.20774,60.335857,6.8347945
9255,0,-21.205378,60.31311,6.8356533
13373,0,-21.222075,60.365646,6.8350506
7206,0,-21.222353,60.347157,6.833922
9680,0,-21.221045,60.344936,6.8361597
8289,0,-21.206573,60.320915,6.834871
8938,0,-21.206198,60.313107,6.837628
865,0,-21.22272,60.365917,6.8329325
6770,0,-21.21514,60.332394,6.836814
8414,0,-21.218935,60.345634,6.8334084
13190,0,-21.220032,60.361546,6.8347225
12195,0,-21.218882,60.357788,6.83593
519,0,-21.220985,60.363136,6.832312
11537,0,-21.22266,60.363926,6.8352365
11671,0,-21.222143,60.365963,6.834541
10280,0,-21.207714,60.322605,6.835414
944,0,-21.222809,60.36673,6.8321753
1078,0,-21.221123,60.362568,6.8331475
13007,0,-21.221832,60.363758,6.8345227
13141,0,-21.219627,60.36011,6.833743
1465,0,-21.222857,60.358917,6.8313413
12146,0,-21.222471,60.36549,6.8339567
470,0,-21.220673,60.36173,6.8332586
10359,0,-21.205572,60.317764,6.836317
12533,0,-21.218351,60.353977,6.837448
8840,0,-21.204885,60.31083,6.83584
8444,0,-21.2183,60.343002,6.8350596
549,0,-21.220638,60.36182,6.833071
6454,0,-21.2195,60.34631,6.833871
7187,0,-21.222118,60.351097,6.8340764
10310,0,-21.20548,60.31344,6.8362885
8919,0,-21.221598,60.343803,6.836323
9568,0,-21.205444,60.311775,6.83861
13171,0,-21.219435,60.35973,6.835523
762,0,-21.220743,60.361927,6.8331943
13608,1,-21.218813,60.35715,6.837607
13305,0,-21.219952,60.36075,6.836189
12176,0,-21.2154,60.337944,6.834543
500,0,-21.220675,60.361618,6.833382
104,0,-21.206873,60.323772,6.836035
8445,0,-21.218275,60.342888,6.835137
8049,0,-21.208242,60.32015,6.834557
238,0,-21.210978,60.331306,6.8358536
11518,0,-21.22171,60.364372,6.834351
6658,0,-21.21676,60.342762,6.831949
6396,0,-21.219868,60.347862,6.8328714
9132,0,-21.207644,60.3393,6.834495
11172,0,-21.222317,60.34947,6.8310313
10910,0,-21.206093,60.326996,6.836296
9781,0,-21.221159,60.354465,6.833192
12988,0,-21.221167,60.36278,6.8344154
6484,0,-21.218927,60.348183,6.830444
9653,0,-21.223309,60.36822,6.834477
2753,0,-21.223915,60.36951,6.8313475
8262,0,-21.20584,60.319847,6.834497
7866,0,-21.220688,60.348606,6.8338156
11731,0,-21.22332,60.366283,6.835315
966,0,-21.219017,60.358982,6.8326383
704,0,-21.207747,60.335033,6.8357716
9083,0,-21.207819,60.33977,6.8337827
11123,0,-21.217577,60.33988,6.832737
10727,0,-21.21716,60.340916,6.8345346
8341,0,-21.21293,60.329014,6.837394
530,0,-21.220707,60.361816,6.8332415
6688,0,-21.215624,60.338276,6.834649
12593,0,-21.221008,60.361237,6.83686
917,0,-21.222727,60.36617,6.832637
6822,0,-21.218987,60.360615,6.833563
6426,0,-21.219835,60.347687,6.833004
11598,0,-21.216852,60.33765,6.8374004
13030,1,-21.216225,60.35468,6.833695
655,0,-21.206272,60.323204,6.8344197
9075,1,-21.207752,60.33903,6.8338356
11074,0,-21.20579,60.314354,6.838029
3045,0,-21.217031,60.352867,6.8354793
9683,0,-21.218555,60.341343,6.835269
5818,0,-21.223228,60.36528,6.8349805
9025,0,-21.205622,60.314644,6.83406
7896,0,-21.220472,60.348118,6.833911
12198,1,-21.217482,60.34083,6.8357654
8426,0,-21.205368,60.31754,6.8361263
13539,0,-21.220806,60.363087,6.8361683
12806,0,-21.217798,60.338577,6.837022
734,0,-21.207848,60.336796,6.8339477
868,0,-21.22277,60.366043,6.8328834
12282,0,-21.220856,60.361553,6.8356977
11153,0,-21.219738,60.359234,6.8344436
1517,0,-21.223412,60.36495,6.8306713
10891,0,-21.206995,60.327305,6.83871
9762,0,-21.220238,60.35176,6.8334947
11540,0,-21.222994,60.36715,6.835089
4378,0,-21.212715,60.34607,6.834649
947,0,-21.222841,60.36359,6.8358836
6456,0,-21.219471,60.346252,6.8338766
8892,0,-21.205088,60.30947,6.837366
685,0,-21.207247,60.33387,6.836011
13144,0,-21.219542,60.35991,6.833981
12149,0,-21.218924,60.356827,6.8358593
8322,0,-21.222975,60.3536,6.8330603
10362,0,-21.205399,60.317566,6.83615
8456,0,-21.218271,60.34273,6.835302
10496,0,-21.206402,60.320675,6.8343325
8971,0,-21.206047,60.318115,6.8337746
12877,1,-21.219698,60.358746,6.835108
12574,0,-21.222424,60.364704,6.834378
898,0,-21.22265,60.366035,6.8326397
6803,0,-21.217539,60.342293,6.8342047
1547,0,-21.207928,60.33021,6.835095
10921,0,-21.20635,60.32526,6.838445
13357,0,-21.218132,60.35964,6.834059
552,0,-21.220703,60.361954,6.833065
11570,0,-21.223738,60.368214,6.83516
1373,0,-21.219513,60.359863,6.8328333
3413,0,-21.207561,60.331306,6.8354945
12787,0,-21.220694,60.345417,6.8354607
8922,0,-21.206396,60.31657,6.8344016
1111,0,-21.221098,60.36299,6.8325996
7927,0,-21.221643,60.349705,6.8346562
12566,1,-21.218838,60.357132,6.8376756
7665,0,-21.207153,60.337597,6.834707
13570,0,-21.219158,60.357346,6.835891
13174,0,-21.218529,60.354507,6.837409
765,0,-21.221977,60.36457,6.832839
12179,0,-21.216702,60.355034,6.835399
503,0,-21.220692,60.361725,6.83331
6408,0,-21.219967,60.348404,6.8324647
11783,0,-21.221539,60.349056,6.8351603
12220,1,-21.217165,60.33871,6.83754
10264,0,-21.206116,60.318222,6.8369823
13041,1,-21.21899,60.357216,6.8359118
7744,0,-21.2203,60.340336,6.8355927
10913,0,-21.206087,60.32687,6.836278
7878,0,-21.219353,60.338448,6.8354487
13387,0,-21.219566,60.35895,6.835678
12991,0,-21.221287,60.36272,6.834298
582,0,-21.2209,60.362873,6.8324327
6487,0,-21.219072,60.345406,6.833976
13125,0,-21.21822,60.356174,6.837931
12383,0,-21.216743,60.352837,6.8354206
9348,0,-21.205797,60.323112,6.8360696
9086,0,-21.219444,60.362568,6.833138
7695,0,-21.20516,60.309338,6.837321
13204,0,-21.219484,60.360714,6.8350925
795,0,-21.222607,60.3667,6.8317685
1528,0,-21.209286,60.332813,6.835261
13338,0,-21.220028,60.361675,6.836176
12209,0,-21.217829,60.34211,6.8350506
533,0,-21.220766,60.36205,6.833096
6479,1,-21.219007,60.346718,6.829783
5780,0,-21.22139,60.35273,6.835077
6691,0,-21.215528,60.337902,6.8348694
12596,0,-21.222363,60.367653,6.834329
920,0,-21.222744,60.366203,6.832642
6825,0,-21.218964,60.360744,6.833464
10294,0,-21.205957,60.319824,6.834766
7908,0,-21.220545,60.34744,6.8348603
7512,0,-21.224358,60.371456,6.8339243
9552,0,-21.205246,60.31388,6.836076
9686,0,-21.221107,60.34579,6.836053
350,0,-21.219217,60.359398,6.832778
484,0,-21.220825,60.362373,6.8328323
12201,1,-21.215601,60.336815,6.836295
88,0,-21.206474,60.32375,6.8349013
6904,0,-21.222736,60.35041,6.8322105
13542,0,-21.221102,60.364403,6.835239
1133,0,-21.220966,60.362236,6.833295
9116,0,-21.20445,60.30882,6.836769
10894,0,-21.207254,60.327854,6.8384786
13368,0,-21.22162,60.363873,6.8364744
12676,1,-21.222475,60.349792,6.8342643
563,0,-21.220856,60.362705,6.8325367
8508,0,-21.210968,60.322723,6.836185
1212,0,-21.220985,60.36244,6.833091
11023,1,-21.211039,60.323647,6.835059
12626,0,-21.216623,60.353943,6.8348837
950,0,-21.221245,60.362774,6.833338
11631,0,-21.224024,60.370026,6.834
12364,0,-21.220943,60.36308,6.833952
688,0,-21.207552,60.334538,6.835904
12102,0,-21.222404,60.365536,6.8345065
10711,0,-21.217005,60.333702,6.835644
8721,0,-21.20672,60.321194,6.8348675
514,0,-21.220882,60.36276,6.832531
8325,0,-21.212254,60.331608,6.834967
1163,0,-21.220596,60.361248,6.8335123
6806,0,-21.217535,60.341106,6.833568
6410,0,-21.219864,60.34791,6.8328056
11582,0,-21.217527,60.33844,6.837435
12315,0,-21.223019,60.36744,6.8333015
10924,0,-21.206125,60.324726,6.838429
3029,0,-21.221022,60.36018,6.835772
7880,0,-21.219276,60.337696,6.835494
8014,0,-21.208284,60.323906,6.8351574
6885,0,-21.216047,60.33878,6.8316927
8925,0,-21.206297,60.316315,6.8344407
718,0,-21.206402,60.332188,6.836116
11399,0,-21.215908,60.33245,6.8360963
12132,0,-21.221758,60.363834,6.835295
11137,0,-21.220009,60.34377,6.834527
13177,0,-21.224762,60.371754,6.8316755
7747,1,-21.205364,60.315617,6.834602
10875,0,-21.206257,60.32663,6.838658
9350,0,-21.205793,60.3231,6.836131
12261,1,-21.215662,60.335754,6.8357434
13602,0,-21.220968,60.36271,6.8362646
11004,1,-21.205149,60.31062,6.838401
9138,0,-21.217802,60.339718,6.8341136
198,0,-21.207912,60.33603,6.834859
12607,0,-21.222853,60.367126,6.834935
6836,0,-21.216997,60.342094,6.833227
7881,0,-21.204924,60.309715,6.8360705
10954,0,-21.205236,60.31375,6.8349285
12994,0,-21.221392,60.362682,6.834138
9697,0,-21.21853,60.343533,6.834313
8306,0,-21.205578,60.318436,6.835545
7910,0,-21.220669,60.347534,6.83502
9351,0,-21.205774,60.322998,6.8361683
1144,0,-21.221195,60.363636,6.8321753
12820,0,-21.219608,60.360207,6.833779
6653,0,-21.216467,60.34176,6.8324676
402,0,-21.219704,60.35865,6.8346634
536,0,-21.22088,60.362663,6.8326306
140,0,-21.208931,60.327988,6.835399
9564,0,-21.205334,60.311756,6.838325
1357,0,-21.220633,60.361942,6.832898
961,0,-21.219246,60.359955,6.832006
3397,0,-21.206846,60.334484,6.834918
6866,0,-21.216658,60.339783,6.8317294
7911,0,-21.219557,60.33818,6.8364506
11380,0,-21.220833,60.345505,6.83332
615,0,-21.21806,60.35598,6.8341727
4218,0,-21.20445,60.30867,6.83635
353,0,-21.215834,60.351295,6.8347125
12029,0,-21.223549,60.369183,6.83415
3476,0,-21.207298,60.323586,6.8347335
9119,0,-21.204483,60.30908,6.836736
2219,0,-21.209465,60.32923,6.8371353
828,0,-21.22289,60.366875,6.832151
6733,0,-21.219988,60.34734,6.8337455
13371,0,-21.221907,60.364937,6.835677
12975,0,-21.218473,60.35792,6.8355885
566,0,-21.22068,60.362125,6.8328223
8115,0,-21.207573,60.33905,6.834728
304,0,-21.22155,60.36404,6.834684
11584,0,-21.21724,60.337566,6.83787
6858,0,-21.216644,60.339455,6.8318553
1387,0,-21.21753,60.354904,6.834905
3031,0,-21.220377,60.358776,6.835979
7941,0,-21.206682,60.321503,6.8344326
779,0,-21.223196,60.36683,6.8329096
6288,0,-21.219372,60.363293,6.832254
6725,1,-21.221504,60.365707,6.8336935
8328,0,-21.222216,60.351547,6.8337693
517,0,-21.220797,60.362244,6.83292
121,0,-21.20841,60.335384,6.8367
12193,0,-21.218836,60.357643,6.836128
12842,0,-21.21586,60.352364,6.8348846
12976,0,-21.21627,60.353893,6.835311
9149,0,-21.20742,60.337914,6.834733
8753,0,-21.220829,60.342617,6.8356166
10927,0,-21.205969,60.324455,6.838287
7892,0,-21.206291,60.318737,6.836768
6804,1,-21.217518,60.34233,6.8341126
596,0,-21.220083,60.36076,6.833091
12313,1,-21.223349,60.369648,6.833327
9274,0,-21.208958,60.32219,6.8339043
13055,0,-21.213444,60.330338,6.836971
12659,0,-21.221073,60.347374,6.83401
6888,0,-21.217756,60.360126,6.8317604
10357,0,-21.205702,60.317947,6.8363867
9362,0,-21.205942,60.324192,6.836019
12135,0,-21.22184,60.363926,6.83524
11140,0,-21.219666,60.341984,6.8353376
809,0,-21.222647,60.366173,6.832429
8754,0,-21.220818,60.342648,6.835459
12223,0,-21.221823,60.361656,6.8368
547,0,-21.220646,60.36189,6.8330116
12872,0,-21.220144,60.34449,6.8353515
6705,0,-21.216202,60.340565,6.833274
12610,0,-21.223038,60.367455,6.8350067
934,0,-21.222862,60.366566,6.8324733
13006,0,-21.2218,60.36381,6.834357
11615,0,-21.218533,60.35652,6.8362627
9566,0,-21.205923,60.316772,6.834008
9700,0,-21.218515,60.3438,6.834291
8309,0,-21.205372,60.315342,6.835453
1147,0,-21.221071,60.36301,6.8326373
6656,0,-21.216614,60.342255,6.8322115
12561,0,-21.22023,60.361473,6.8342156
10908,0,-21.206087,60.32701,6.8363338
8784,0,-21.221832,60.365307,6.8355637
7864,0,-21.206366,60.32096,6.834357
1360,0,-21.22035,60.361244,6.8330836
964,0,-21.219069,60.359264,6.8324265
6473,0,-21.219177,60.345608,6.833978
11121,0,-21.2174,60.33964,6.833246
12032,0,-21.223215,60.36795,6.835083
6261,0,-21.220055,60.364574,6.8323274
9334,0,-21.205555,60.315243,6.834146
8988,0,-21.221022,60.34498,6.8365726
781,0,-21.22308,60.366543,6.8329887
6686,0,-21.215704,60.338604,6.834443
9122,0,-21.20454,60.309357,6.836667
6820,0,-21.21898,60.36043,6.833612
13502,0,-21.216396,60.354935,6.834839
435,0,-21.222134,60.363235,6.8346133
12978,0,-21.220984,60.362225,6.8358436
569,0,-21.220665,60.362007,6.832919
6474,0,-21.21915,60.345566,6.8339653
9547,0,-21.205257,60.31345,6.8369093
8552,0,-21.204922,60.310757,6.8359113
8290,0,-21.20677,60.32128,6.8348756
6899,0,-21.223083,60.353878,6.83297
3168,0,-21.220116,60.36017,6.8336997
7944,0,-21.20765,60.32163,6.8364167
2173,0,-21.207712,60.334797,6.8358192
13453,0,-21.220821,60.360096,6.8358912
648,0,-21.208555,60.337067,6.835187
6553,0,-21.219831,60.348473,6.8293924
782,0,-21.222979,60.36635,6.832993
6291,0,-21.221107,60.366535,6.8321304
12196,0,-21.216766,60.353207,6.8365316
124,0,-21.20869,60.336174,6.8364058
11538,0,-21.222946,60.36703,6.8351336
1207,0,-21.22099,60.362366,6.8332024
2252,0,-21.210089,60.335674,6.8366103
8157,0,-21.206089,60.3202,6.834633
7895,0,-21.220499,60.348164,6.8339157
12275,0,-21.221176,60.361797,6.8355536
599,0,-21.219893,60.360424,6.833064
12147,0,-21.222546,60.36572,6.8337436
10360,0,-21.205526,60.31771,6.836274
9365,0,-21.20592,60.324097,6.836079
8969,0,-21.205969,60.316593,6.835178
12875,1,-21.22027,60.345013,6.8350115
9103,0,-21.207552,60.33905,6.834434
13009,1,-21.218307,60.35769,6.836557
13221,0,-21.219679,60.362595,6.8336573
812,0,-21.222736,60.36656,6.832175
416,0,-21.221186,60.363533,6.8322887
13355,0,-21.218079,60.35943,6.8341403
550,0,-21.220661,60.361874,6.8330774
6455,0,-21.21948,60.346268,6.8338776
12267,1,-21.221466,60.361908,6.8350286
11568,0,-21.221731,60.34692,6.835837
12613,0,-21.223202,60.367702,6.835034
8920,0,-21.206423,60.31664,6.834429
8187,0,-21.206491,60.321186,6.8343763
3149,0,-21.220049,60.359776,6.8340015
7925,0,-21.22159,60.349453,6.8348207
629,0,-21.216837,60.35323,6.834682
7663,0,-21.204603,60.30978,6.8364315
763,0,-21.22116,60.362804,6.833094
12043,0,-21.216843,60.356506,6.834544
12177,0,-21.219177,60.359493,6.8358016
501,0,-21.22067,60.36161,6.8333836
12692,0,-21.22235,60.349625,6.8342404
4485,0,-21.218382,60.356346,6.8354535
12826,0,-21.219095,60.357944,6.8356867
1150,0,-21.221,60.362568,6.832962
10524,0,-21.205128,60.311058,6.836021
6659,0,-21.216818,60.342987,6.831817
11569,0,-21.221748,60.34695,6.835877
11173,0,-21.222233,60.349293,6.831087
9782,0,-21.221312,60.355022,6.8329105
13251,0,-21.220596,60.364113,6.83449
580,0,-21.22097,60.3632,6.832212
6485,0,-21.21893,60.346207,6.8297935
5094,0,-21.206848,60.33381,6.8344035
1363,0,-21.220152,60.36083,6.8331304
967,0,-21.219032,60.35894,6.832717
11252,0,-21.222897,60.365932,6.8350706
793,0,-21.222609,60.366512,6.8319917
6739,1,-21.215343,60.33553,6.836507
12207,0,-21.21619,60.338783,6.835308
8342,0,-21.213032,60.329395,6.837501
531,0,-21.22071,60.361843,6.833217
6951,0,-21.222687,60.350536,6.8329015
6689,0,-21.215578,60.338104,6.83475
12594,0,-21.22094,60.362297,6.8374696
11465,0,-21.219788,60.359035,6.8353906
6427,0,-21.219908,60.34799,6.832815
11599,0,-21.216866,60.337784,6.83731
6818,1,-21.22024,60.34992,6.831295
8817,0,-21.218916,60.33789,6.835226
9550,0,-21.20522,60.313847,6.836175
610,0,-21.2188,60.358234,6.8331914
13069,0,-21.21819,60.357227,6.8368406
6902,0,-21.222946,60.353626,6.832958
1131,0,-21.22096,60.362274,6.8332353
11020,0,-21.218601,60.342552,6.831608
13456,0,-21.218782,60.3565,6.835983
10159,0,-21.206125,60.317375,6.833538
9763,0,-21.220192,60.351574,6.8336225
12199,0,-21.219568,60.343685,6.837052
8506,0,-21.210945,60.32289,6.8363767
1210,0,-21.220997,60.362434,6.8331394
11021,1,-21.211853,60.32818,6.8333135
6719,0,-21.219845,60.347042,6.8337703
12624,0,-21.224024,60.369076,6.8339653
948,0,-21.222713,60.36328,6.8359623
13020,0,-21.222218,60.364407,6.8358746
12066,1,-21.218136,60.340427,6.8350887
9580,0,-21.204731,60.30947,6.836037
3076,0,-21.217846,60.355938,6.833722
8323,0,-21.222876,60.35329,6.8332043
12878,1,-21.218092,60.340477,6.8355036
8972,0,-21.205925,60.316284,6.8356743
8111,0,-21.206074,60.320293,6.8344817
11184,0,-21.218275,60.33818,6.8368955
13224,0,-21.219534,60.361855,6.8340373
815,0,-21.222893,60.36719,6.8317914
419,0,-21.221182,60.3635,6.8322988
6720,0,-21.221409,60.365623,6.8337317
12095,0,-21.222067,60.365284,6.8360467
553,0,-21.22073,60.362064,6.8329983
12229,0,-21.222763,60.36652,6.8351703
6799,1,-21.219597,60.34669,6.8336353
10838,0,-21.21343,60.343662,6.836566
11571,0,-21.221798,60.347107,6.8359885
9581,0,-21.204708,60.309254,6.836062
1374,0,-21.219324,60.359398,6.8329506
12654,0,-21.217966,60.358814,6.8346562
