frame_idx,ball_idx,world_x,world_y,world_z
6754,0,-21.216824,60.3532,6.834925
12996,0,-21.218185,60.355522,6.8356075
1320,0,-21.220886,60.362415,6.8327885
587,0,-21.220755,60.362366,6.832703
6492,0,-21.219126,60.34549,6.833996
325,0,-21.218826,60.358543,6.8332458
11605,0,-21.217001,60.33877,6.836521
12650,0,-21.220842,60.347065,6.833873
4443,0,-21.21803,60.353207,6.832536
12784,0,-21.220718,60.34519,6.8357735
9353,0,-21.205822,60.32329,6.836096
8957,0,-21.20643,60.316765,6.834809
9091,0,-21.217407,60.33905,6.833002
13605,0,-21.221355,60.363525,6.8349185
800,0,-21.222485,60.36593,6.832374
12651,1,-21.220915,60.347218,6.833855
8349,0,-21.220802,60.347145,6.8357363
538,0,-21.221012,60.363304,6.832173
6958,0,-21.222673,60.350536,6.8324547
6696,0,-21.21556,60.33806,6.8347616
12601,0,-21.222569,60.366745,6.8345256
12997,0,-21.218227,60.35586,6.835451
10165,0,-21.206085,60.31696,6.8335586
11606,0,-21.217024,60.338913,6.836387
11210,0,-21.217354,60.3389,6.8329663
3399,0,-21.20688,60.334198,6.8352275
8908,0,-21.220545,60.342484,6.8356843
10948,0,-21.21587,60.337353,6.832071
7913,0,-21.220833,60.34771,6.835175
9557,0,-21.205242,60.312206,6.8377924
6522,0,-21.219763,60.35022,6.829915
355,0,-21.215973,60.351513,6.8347335
489,0,-21.221054,60.36333,6.8322144
10378,0,-21.204351,60.308846,6.8370876
1138,0,-21.220976,60.36245,6.8330884
6647,0,-21.216413,60.34157,6.8325524
11423,0,-21.215591,60.333344,6.8349385
9121,0,-21.204523,60.30929,6.8366833
9770,0,-21.222157,60.35376,6.8357553
12943,1,-21.21787,60.353764,6.836309
568,0,-21.220657,60.36202,6.832889
6726,0,-21.219635,60.3444,6.834085
955,0,-21.219975,60.359566,6.8340564
6860,0,-21.21665,60.339565,6.8318024
11636,0,-21.218739,60.356552,6.838067
10978,0,-21.206604,60.317608,6.834995
7943,0,-21.206738,60.321594,6.8344436
3083,0,-21.218815,60.35872,6.8326197
8330,0,-21.222067,60.351097,6.833963
1034,0,-21.22117,60.36304,6.8326883
12844,0,-21.216398,60.35594,6.8338547
12448,0,-21.214663,60.34728,6.8371096
6677,0,-21.216497,60.341812,6.8324723
9113,0,-21.204428,60.30864,6.8367624
12582,0,-21.22179,60.363415,6.8346457
11587,0,-21.217089,60.3373,6.8379674
8147,0,-21.207308,60.31841,6.835009
6494,0,-21.219131,60.345505,6.833997
12399,0,-21.221014,60.362083,6.8339624
13444,0,-21.218777,60.359688,6.8347635
13182,0,-21.219036,60.35707,6.8368177
12187,0,-21.218773,60.357452,6.8364315
8360,0,-21.219784,60.338795,6.8353324
9009,0,-21.222229,60.365437,6.8352575
9539,0,-21.205751,60.31467,6.8373766
9143,0,-21.207258,60.31877,6.834981
12316,1,-21.217236,60.356434,6.8355994
12612,0,-21.223118,60.36755,6.8350434
936,0,-21.222908,60.36675,6.832357
7886,0,-21.220602,60.34838,6.83389
13395,0,-21.218174,60.34103,6.835038
12266,0,-21.22087,60.363895,6.835158
590,0,-21.220623,60.362064,6.832765
12999,0,-21.218607,60.357353,6.83455
9356,0,-21.205896,60.323795,6.836015
8960,0,-21.206072,60.315636,6.8344064
12825,0,-21.21916,60.358242,6.835421
12866,1,-21.22158,60.362617,6.8354654
9094,0,-21.205816,60.316048,6.833841
13608,0,-21.216982,60.354034,6.836446
803,0,-21.222515,60.36584,6.832534
407,0,-21.221186,60.36265,6.8332896
12950,0,-21.216097,60.35237,6.834864
541,0,-21.220955,60.363045,6.8323455
6446,0,-21.21963,60.346634,6.833771
10826,0,-21.213812,60.344784,6.8367586
10168,0,-21.206059,60.316692,6.833589
12604,0,-21.222702,60.366886,6.834784
9569,0,-21.204912,60.312645,6.8363886
1362,0,-21.220207,60.36093,6.833128
10302,0,-21.20537,60.313644,6.835272
8178,0,-21.206396,60.320953,6.8344364
7916,0,-21.221046,60.348087,6.835211
1016,0,-21.221151,60.36379,6.8317795
620,0,-21.217495,60.35496,6.834828
13163,0,-21.219114,60.35922,6.8360677
12168,0,-21.218422,60.344227,6.8339095
11772,0,-21.221249,60.363907,6.8358984
10381,0,-21.205,60.309845,6.836686
12817,0,-21.21964,60.359818,6.834012
8990,0,-21.220957,60.344994,6.8366213
2224,0,-21.209496,60.332504,6.8369327
9773,0,-21.222113,60.35377,6.8357744
833,0,-21.222954,60.367104,6.8320236
6738,0,-21.220001,60.34736,6.8337507
7867,0,-21.22068,60.34859,6.8338227
571,0,-21.22069,60.362083,6.832891
11589,0,-21.217018,60.337204,6.8379793
13030,0,-21.223051,60.36541,6.8349648
958,0,-21.218943,60.358765,6.832718
12372,0,-21.21603,60.351254,6.836623
3432,0,-21.207144,60.32271,6.8366404
3170,0,-21.220074,60.359955,6.8338475
9075,0,-21.217947,60.3408,6.8334465
7946,0,-21.222313,60.351048,6.8345656
13455,0,-21.218779,60.35647,6.835875
13059,0,-21.218813,60.360035,6.8341722
784,0,-21.222883,60.36619,6.832961
12198,0,-21.221119,60.361267,6.8366203
8333,0,-21.207293,60.321857,6.8353577
522,0,-21.220922,60.36287,6.8324733
12847,0,-21.218882,60.357628,6.8369703
6680,0,-21.216198,60.34055,6.8332796
11456,0,-21.20582,60.315403,6.8373127
11590,0,-21.217001,60.33721,6.8379707
11194,0,-21.220316,60.36124,6.8350105
7763,0,-21.221113,60.345554,6.8331814
7897,0,-21.220438,60.348045,6.833912
8412,0,-21.21901,60.34582,6.833354
601,0,-21.219824,60.36035,6.8329773
13060,0,-21.218578,60.35937,6.835005
12402,0,-21.216095,60.3525,6.834584
11669,0,-21.222054,60.365906,6.8345037
9367,0,-21.205915,60.324127,6.836096
11011,0,-21.215408,60.336094,6.8307524
11145,0,-21.219673,60.341297,6.8352566
9021,0,-21.207434,60.33739,6.8342853
814,0,-21.22285,60.367023,6.831901
2854,0,-21.206516,60.329487,6.836096
12228,0,-21.22261,60.36592,6.835556
6972,0,-21.222557,60.3527,6.8331695
12877,0,-21.22208,60.36574,6.8346357
6710,0,-21.216555,60.341293,6.833199
12615,0,-21.22327,60.36778,6.834969
939,0,-21.222971,60.36704,6.832169
6448,0,-21.221169,60.365414,6.833752
10229,0,-21.204473,60.30896,6.8370113
7968,1,-21.222397,60.350513,6.835367
9571,0,-21.20552,60.31119,6.8385143
12007,0,-21.221453,60.359863,6.8374095
3067,0,-21.217598,60.355904,6.833202
8314,0,-21.206118,60.319927,6.8350115
10354,0,-21.20594,60.318356,6.836427
13090,0,-21.21842,60.3552,6.8366957
12828,0,-21.215431,60.349953,6.836938
1152,0,-21.221134,60.363277,6.8324337
756,0,-21.218336,60.35722,6.8333526
12566,0,-21.222649,60.36504,6.835161
410,0,-21.22111,60.362556,6.8332343
9784,0,-21.22158,60.3561,6.8323183
9092,1,-21.207762,60.339893,6.8339524
12220,0,-21.221426,60.35997,6.8374767
6740,0,-21.220003,60.347366,6.8337593
1365,0,-21.22009,60.36075,6.833091
969,0,-21.219107,60.359024,6.832785
6874,0,-21.216812,60.341366,6.830401
13041,0,-21.216722,60.354218,6.8343444
12087,1,-21.218931,60.356586,6.835895
13294,0,-21.21822,60.339985,6.8363543
7919,0,-21.221285,60.348595,6.835147
11388,0,-21.215813,60.33241,6.836604
623,0,-21.217241,60.354362,6.8349276
12037,0,-21.222685,60.365997,6.8363905
3097,0,-21.218866,60.3576,6.8340125
6266,0,-21.220314,60.365562,6.832057
8344,0,-21.213161,60.329983,6.8377466
8993,0,-21.220861,60.34381,6.8361835
9127,0,-21.207603,60.33917,6.834557
13507,0,-21.221588,60.363487,6.8348827
836,0,-21.222908,60.366848,6.8322177
440,0,-21.2208,60.361893,6.8332143
6741,0,-21.220003,60.34736,6.8337574
574,0,-21.220816,60.362537,6.832643
6479,0,-21.21907,60.345425,6.833955
10859,0,-21.212835,60.341957,6.8361616
9602,0,-21.207598,60.3391,6.834494
8211,0,-21.20607,60.32024,6.8345423
13458,0,-21.218857,60.356674,6.8361835
13196,0,-21.21973,60.36097,6.835135
787,0,-21.222754,60.366104,6.83279
12067,0,-21.221037,60.34836,6.8348737
12201,0,-21.219156,60.35873,6.8349953
11805,0,-21.223412,60.369926,6.833048
10152,0,-21.206055,60.31732,6.8337092
9157,0,-21.217701,60.337376,6.8353987
866,0,-21.222725,60.365936,6.832916
6771,0,-21.21536,60.335663,6.837095
7900,0,-21.206047,60.318344,6.836684
604,0,-21.219633,60.36015,6.832793
11023,0,-21.218447,60.3416,6.832047
10365,0,-21.205286,60.31755,6.83594
3465,0,-21.205748,60.31753,6.8375983
9370,0,-21.205973,60.324547,6.836018
8974,0,-21.221888,60.34679,6.835563
7979,0,-21.20798,60.323273,6.835228
1079,0,-21.221115,60.36264,6.8330383
817,0,-21.222834,60.366867,6.83204
12231,0,-21.216784,60.3539,6.835508
8366,0,-21.219645,60.34038,6.8354187
555,0,-21.220764,60.36228,6.8328295
159,0,-21.208822,60.3381,6.834493
6460,0,-21.219215,60.344166,6.833912
10840,0,-21.213373,60.343525,6.836525
12880,0,-21.219675,60.360214,6.8359485
10578,0,-21.206114,60.320114,6.8343616
12618,0,-21.223557,60.368366,6.8345985
11489,0,-21.217936,60.336533,6.8356485
9187,0,-21.20764,60.337067,6.8367157
8192,0,-21.206385,60.320885,6.8344884
4461,0,-21.219044,60.357025,6.8315825
7930,0,-21.221731,60.349953,6.8345556
8975,0,-21.221863,60.34692,6.8354135
768,0,-21.223162,60.367264,6.8323245
8317,0,-21.206556,60.320766,6.8350067
11053,0,-21.205719,60.31613,6.833905
7188,0,-21.222172,60.35121,6.834063
11440,0,-21.218834,60.34081,6.835254
11178,0,-21.221651,60.348377,6.83121
7747,0,-21.220161,60.34004,6.835887
847,0,-21.222988,60.367115,6.8320823
12261,0,-21.221636,60.364967,6.835213
585,0,-21.220814,60.362537,6.8326354
13306,0,-21.219898,60.36059,6.836378
6743,0,-21.220001,60.34735,6.833756
11257,0,-21.216099,60.332657,6.835697
11391,0,-21.204433,60.309353,6.838089
10262,0,-21.205978,60.317944,6.837006
10995,0,-21.216492,60.336376,6.8339214
9604,0,-21.207684,60.33753,6.836619
798,0,-21.222515,60.366165,6.8321843
6744,1,-21.215387,60.336456,6.836229
8743,0,-21.222992,60.366116,6.8372426
8347,0,-21.220798,60.346706,6.835739
6956,0,-21.222954,60.35397,6.8325686
12861,0,-21.221563,60.362774,6.835347
6694,0,-21.215528,60.337914,6.8348637
12599,0,-21.222418,60.367218,6.8347683
12995,0,-21.21809,60.35513,6.83578
2268,0,-21.20912,60.334515,6.83492
9555,0,-21.20529,60.313946,6.835927
8560,0,-21.204891,60.310726,6.8370814
6773,0,-21.215376,60.335526,6.8372817
12678,0,-21.22387,60.367832,6.8346076
13074,0,-21.217985,60.35617,6.8376656
13511,1,-21.221094,60.362854,6.8365073
11025,0,-21.217636,60.33731,6.833714
790,0,-21.222643,60.366154,6.8324757
12070,0,-21.221159,60.34912,6.8342533
9768,0,-21.220287,60.351818,6.833771
9076,1,-21.207762,60.33913,6.8338237
12941,1,-21.22143,60.36503,6.8346887
1477,0,-21.208565,60.331856,6.8352056
6724,0,-21.218163,60.358685,6.8345356
220,0,-21.209177,60.324554,6.8370285
11634,0,-21.22414,60.370472,6.8338084
11372,0,-21.216228,60.33279,6.8354554
6378,0,-21.219877,60.347874,6.832869
12283,0,-21.220833,60.361526,6.8356915
607,0,-21.219328,60.35957,6.8327966
12021,0,-21.22316,60.367207,6.834783
3081,0,-21.218546,60.35791,6.8329854
10892,0,-21.207079,60.327488,6.838657
11026,0,-21.217808,60.3379,6.833389
10630,0,-21.205214,60.311855,6.837115
13104,0,-21.218613,60.356365,6.836537
3468,0,-21.20593,60.318195,6.8370852
7982,0,-21.209423,60.341408,6.835501
7720,0,-21.221962,60.34753,6.83495
820,0,-21.222784,60.366573,6.8322635
6725,0,-21.216139,60.336597,6.8351936
12100,0,-21.222246,60.364773,6.834979
11576,0,-21.22185,60.347336,6.836179
10843,0,-21.206161,60.329315,6.8369308
1245,0,-21.220675,60.36186,6.8329473
8195,0,-21.206282,60.320656,6.834527
7799,0,-21.219728,60.3397,6.8355093
8928,0,-21.206173,60.315914,6.834565
899,0,-21.222637,60.366013,6.8326354
6804,0,-21.221796,60.365658,6.831994
13442,0,-21.219362,60.360924,6.8343134
1033,0,-21.221169,60.362934,6.8328066
12313,0,-21.217487,60.35577,6.834778
771,0,-21.223986,60.369137,6.831964
9057,1,-21.206026,60.320385,6.8342805
11056,0,-21.205729,60.315083,6.835442
6929,0,-21.22277,60.34952,6.832349
9007,0,-21.222351,60.365803,6.8352427
9141,0,-21.21786,60.339455,6.8343997
8012,0,-21.208294,60.323944,6.8351355
8449,1,-21.212421,60.33191,6.8349915
13521,0,-21.220068,60.361866,6.835581
8745,0,-21.222992,60.366405,6.8369093
7750,0,-21.22022,60.34,6.835532
850,0,-21.22295,60.367054,6.832098
6755,0,-21.215786,60.338905,6.834278
12567,1,-21.219618,60.358967,6.835459
12264,0,-21.22097,60.364483,6.834522
588,0,-21.220726,60.362312,6.832707
6493,0,-21.219128,60.345497,6.833995
10873,0,-21.206232,60.32677,6.838502
12913,0,-21.220413,60.361023,6.8347034
11048,1,-21.207073,60.33509,6.834658
13047,0,-21.218992,60.35807,6.835136
12651,0,-21.217741,60.358242,6.835094
11260,0,-21.204103,60.307693,6.838386
9354,0,-21.205853,60.3235,6.836072
13472,0,-21.219534,60.35879,6.8362107
13606,0,-21.221422,60.364532,6.8349223
801,0,-21.222471,60.365833,6.8324513
8350,0,-21.221773,60.35112,6.833285
11086,0,-21.217567,60.33775,6.8327823
13126,0,-21.21824,60.356316,6.837845
10824,0,-21.213875,60.344986,6.8367906
6959,0,-21.222853,60.3536,6.8327703
10428,0,-21.205236,60.311687,6.836577
6697,0,-21.215612,60.33823,6.834683
11607,0,-21.217037,60.339016,6.8362365
11211,0,-21.218584,60.3398,6.834608
7914,0,-21.219725,60.33878,6.836714
6785,0,-21.216022,60.336872,6.8371525
6826,1,-21.219254,60.34638,6.8332314
9558,0,-21.207674,60.33749,6.8366795
618,0,-21.217709,60.354984,6.834558
8429,0,-21.21848,60.344517,6.833695
13339,0,-21.220108,60.36202,6.8359103
12943,0,-21.221441,60.364967,6.8347464
7172,0,-21.222427,60.3485,6.834121
11078,1,-21.205982,60.313488,6.837847
12681,0,-21.222437,60.34971,6.8343005
12815,0,-21.219461,60.35857,6.8348255
406,0,-21.221165,60.36262,6.8332844
11424,0,-21.215551,60.333252,6.8350925
9771,0,-21.222145,60.353756,6.8357615
831,0,-21.222994,60.367336,6.8318453
9038,0,-21.205524,60.314842,6.834318
2871,0,-21.21354,60.330597,6.833902
12682,1,-21.22386,60.367985,6.834646
89,0,-21.20658,60.32402,6.8347945
6727,0,-21.219963,60.34729,6.8337507
10246,0,-21.222628,60.34848,6.8325095
3084,0,-21.218742,60.358437,6.8328037
9030,1,-21.207224,60.3358,6.8346176
1297,0,-21.220901,60.36212,6.833261
7202,0,-21.222805,60.352768,6.8336506
13107,0,-21.218493,60.356174,6.83701
12711,0,-21.222197,60.3492,6.834352
8331,0,-21.222044,60.351,6.8340235
12845,0,-21.218822,60.357605,6.8371625
6678,0,-21.21638,60.341324,6.832784
11588,0,-21.217049,60.337246,6.837975
10459,0,-21.206211,60.318344,6.8345313
12103,0,-21.218616,60.35609,6.8371706
12237,0,-21.222673,60.36625,6.8344016
8410,0,-21.219124,60.346127,6.8332486
10846,0,-21.213207,60.34296,6.8364244
12924,0,-21.219023,60.35636,6.836718
1248,0,-21.22084,60.362583,6.832483
9193,0,-21.205244,60.309902,6.838025
12662,0,-21.22406,60.36962,6.834713
13573,0,-21.219547,60.360825,6.835399
11667,0,-21.221956,60.365837,6.8343625
7802,0,-21.219667,60.33987,6.8357553
13445,0,-21.218904,60.360264,6.8345175
6411,0,-21.21983,60.347713,6.8329625
4109,0,-21.207905,60.32147,6.8363333
12316,0,-21.222868,60.36694,6.83344
8757,0,-21.220776,60.34289,6.8348937
8361,0,-21.21976,60.33902,6.8353553
3501,0,-21.212177,60.341343,6.834643
6970,0,-21.222597,60.352783,6.8331647
12875,0,-21.219982,60.361576,6.8346815
8015,0,-21.208279,60.3239,6.8351536
12133,0,-21.21868,60.35644,6.837068
10227,0,-21.204458,60.308357,6.837143
12267,0,-21.220848,60.36369,6.835456
591,0,-21.22056,60.3619,6.8328185
10876,0,-21.212358,60.340572,6.8358707
3065,0,-21.217682,60.35635,6.832861
7882,1,-21.220592,60.348362,6.833892
11010,0,-21.217278,60.337105,6.833778
7183,0,-21.221825,60.346367,6.8340664
13088,0,-21.21823,60.354477,6.8370676
12867,1,-21.219995,60.343925,6.8356395
7966,0,-21.22098,60.340256,6.837336
804,0,-21.222528,60.36584,6.832558
408,0,-21.221115,60.362507,6.8333178
11822,0,-21.221533,60.36274,6.8358164
2882,0,-21.218945,60.354183,6.834715
4922,0,-21.206879,60.32405,6.8329425
10827,0,-21.213757,60.344574,6.836754
9570,0,-21.204885,60.31225,6.836362
8441,0,-21.218424,60.34357,6.834669
8045,0,-21.206617,60.317448,6.834407
13554,0,-21.21888,60.356182,6.836799
7783,0,-21.221184,60.349846,6.833473
6788,0,-21.215982,60.33378,6.8367667
6392,0,-21.220087,60.348804,6.8322644
621,0,-21.217388,60.3547,6.8348756
12035,0,-21.222855,60.366665,6.8359256
10906,0,-21.206083,60.32705,6.836358
10382,0,-21.20526,60.31029,6.836537
8258,0,-21.20584,60.31984,6.8344994
11427,0,-21.219042,60.34064,6.8345346
8991,0,-21.22094,60.344616,6.8365097
2225,0,-21.20953,60.33306,6.8368573
13505,0,-21.216152,60.353172,6.8349986
1096,0,-21.221262,60.363495,6.832361
834,0,-21.222925,60.366993,6.832094
438,0,-21.220858,60.361946,6.8332806
6739,0,-21.219997,60.347343,6.833759
572,0,-21.220728,60.362194,6.8328466
176,0,-21.206596,60.32124,6.834545
10857,0,-21.206192,60.329052,6.8365765
13293,0,-21.218142,60.33965,6.836574
9466,0,-21.205582,60.32264,6.8365674
9338,0,-21.205555,60.314987,6.8341584
7947,0,-21.222322,60.35108,6.834551
6818,0,-21.218927,60.360165,6.83369
3087,0,-21.218658,60.357883,6.833254
785,0,-21.222826,60.36612,6.8329196
10808,0,-21.213226,60.32931,6.83607
11457,0,-21.205866,60.31533,6.837366
864,0,-21.221952,60.357365,6.833134
468,0,-21.222294,60.36338,6.8348894
6769,0,-21.21539,60.33596,6.836812
8809,0,-21.218803,60.337612,6.8363147
8413,0,-21.206215,60.320297,6.834794
602,0,-21.21974,60.36024,6.832916
6810,1,-21.217499,60.342472,6.833906
13061,0,-21.218681,60.35941,6.834814
11670,0,-21.222103,60.365913,6.834534
11012,0,-21.217503,60.337723,6.8334374
8364,0,-21.219673,60.33972,6.835408
11537,1,-21.219906,60.35923,6.837469
13140,0,-21.219471,60.3594,6.8341284
1464,0,-21.22287,60.35886,6.831377
12878,0,-21.222134,60.366028,6.8344884
469,0,-21.220667,60.361668,6.833313
6711,0,-21.21664,60.34136,6.833315
10492,0,-21.20583,60.31399,6.83531
10230,0,-21.204456,60.309235,6.8369412
6799,0,-21.217491,60.340076,6.8341374
8839,0,-21.204882,60.310696,6.835819
8443,0,-21.218338,60.34319,6.834926
3068,0,-21.21754,60.35568,6.833334
7186,0,-21.22206,60.35099,6.8340645
1019,0,-21.221134,60.363354,6.832237
7969,0,-21.220907,60.340786,6.8378954
4142,0,-21.20758,60.332333,6.8347015
12087,0,-21.221973,60.36459,6.8363504
9785,0,-21.221575,60.356,6.8324523
10830,0,-21.20651,60.328697,6.839145
13607,1,-21.216936,60.35442,6.8366942
1494,0,-21.21204,60.341404,6.8345456
499,0,-21.22288,60.363632,6.8358884
6445,1,-21.221283,60.369576,6.8291855
13557,0,-21.21576,60.35017,6.8370404
6791,0,-21.216612,60.33873,6.836298
6395,0,-21.219904,60.348034,6.832747
624,0,-21.217161,60.35422,6.834903
12038,0,-21.219202,60.359047,6.8367906
10909,0,-21.20609,60.327003,6.8363185
9256,0,-21.20561,60.31355,6.835497
7865,0,-21.206358,60.32094,6.834367
11468,0,-21.217712,60.335754,6.8355923
7999,0,-21.2083,60.324127,6.8349442
13508,0,-21.221483,60.363045,6.8350797
703,0,-21.207903,60.335426,6.8356557
837,0,-21.222902,60.36682,6.8322353
441,0,-21.220787,60.361923,6.833158
6742,0,-21.220001,60.34735,6.833756
10211,0,-21.2061,60.315716,6.83618
